time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
0,0.10302669,150,-16.0261578,-5.84582739,-0.0166860945,16.0261578,6.43041013,40.2534138,833.825932,1.14417328
0.5,0.230289055,178.145883,-7.7354664,0.313317794,0.410421657,7.7354664,-0.344649573,53.9018358,817.022262,1.14417328
1,0.362016402,228.136617,-1.72313439,1.86565165,0.829174406,1.72313439,-2.05221681,67.3784943,720.551799,1.14417328
1.5,0.498421757,300.690802,-0.79257545,1.28051099,1.23104756,0.79257545,-1.40856209,82.2629484,879.00997,1.14417328
2,0.639715208,396.544412,-0.953750268,0.00705447652,1.60786013,0.953750268,-0.00775992417,96.9493599,855.133357,1.14417328
2.5,0.785968732,516.4354,0.29959816,-0.788830744,1.9519413,-0.29959816,0.867713818,112.353476,831.747385,1.14417328
3,0.936091465,661.05564,0.443359685,-0.695367824,2.25628658,-0.443359685,0.764904606,128.355464,817.938617,1.14417328
3.5,1.08752604,830.714168,-0.729538784,-0.0700748928,2.51470038,0.729538784,0.0770823821,144.363484,851.313265,1.14417328
4,1.24252783,1025.47002,-1.08802909,0.441573726,2.72192212,1.08802909,-0.485731099,160.792303,906.876409,1.14417328
4.5,1.40806952,1246.26463,-1.12448967,0.455197904,2.87373338,1.12448967,-0.500717695,178.406573,808.373724,1.14417328
5,1.58466041,1494.69108,-1.8489572,0.0870167521,2.96704371,1.8489572,-0.0957184273,196.852164,827.687769,1.14417328
5.5,1.77005359,1771.85539,-2.16822551,-0.263497937,2.9999536,2.16822551,0.289847731,216.452519,921.319136,1.14417328
6,1.96444965,2078.58618,-1.75779358,-0.309875059,2.97179307,1.75779358,0.340862565,237.00495,747.2494,1.14417328
6.5,2.16888275,2415.90153,-1.60971274,-0.0854276366,2.88313541,1.60971274,0.0939704002,258.633248,855.398885,1.14417328
7,2.38455151,2784.86132,-1.55994827,0.158763128,2.73578543,1.55994827,-0.174639441,281.378925,819.799597,1.14417328
7.5,2.61297977,3186.60881,-1.08512741,0.212993162,2.53274274,1.08512741,-0.234292478,305.717698,861.029786,1.14417328
8,2.85598665,3622.77053,-0.731301786,0.0754472349,2.27814072,0.731301786,-0.0829919584,331.165047,814.925046,1.14417328
8.5,3.11569662,4095.23773,-0.724693499,-0.0934562144,1.97716232,0.724693499,0.102801836,358.603861,882.587878,1.14417328
9,3.39475231,4605.87991,-0.593310721,-0.143889744,1.6359346,0.593310721,0.158278718,388.030448,850.183629,1.14417328
9.5,3.69645623,5157.0185,-0.424997499,-0.0614687377,1.26140397,0.424997499,0.0676156115,419.949996,898.424145,1.14417328
10,3.66153912,5724.12479,-0.505076422,0.0574190462,0.861194787,0.505076422,-0.0631609508,416.085687,843.055435,1.14417328
10.5,3.62769461,6280.40991,-0.623906088,0.114148495,0.443454165,0.623906088,-0.125563345,412.645001,809.393095,1.14417328
11,3.59696393,6826.35977,-0.596577773,0.0629884326,0.0166860945,0.596577773,-0.0692872759,409.604914,816.62284,1.14417328
11.5,3.5690682,7362.62406,-0.67378107,-0.0406403961,-0.410421657,0.67378107,0.0447044357,406.528382,805.617183,1.14417328
12,3.54373351,7889.64449,-0.865417474,-0.0987635806,-0.829174406,0.865417474,0.108639939,404.176751,868.800852,1.14417328
12.5,3.52073523,8407.66428,-0.903569105,-0.0627862179,-1.23104756,0.903569105,0.0690648397,401.306623,828.667811,1.14417328
13,3.49989543,8917.10307,-0.88714998,0.0269002803,-1.60786013,0.88714998,-0.0295903083,399.035334,829.2957,1.14417328
13.5,3.48102869,9418.42413,-1.00203709,0.0848251991,-1.9519413,1.00203709,-0.0933077191,397.173072,794.262125,1.14417328
14,3.46396694,9911.90986,-1.05961086,0.0612939168,-2.25628658,1.05961086,-0.0674233084,395.40931,761.220458,1.14417328
14.5,3.44858587,10397.8847,-0.984245236,-0.0157418829,-2.51470038,0.984245236,0.0173160712,394.098351,907.14319,1.14417328
15,3.43476244,10876.791,-0.999685882,-0.0722898701,-2.72192212,0.999685882,0.0795188571,392.516268,824.715541,1.14417328
15.5,3.40550043,11348.9555,-1.08337501,-0.0588727518,-2.87373338,1.08337501,0.064760027,389.501618,831.432934,1.14417328
16,3.37076395,11814.6388,-1.06281691,0.00676194542,-2.96704371,1.06281691,-0.00743813996,385.839439,875.501113,1.14417328
16.5,3.33768689,12274.1774,-1.06530126,0.0610653987,-2.9999536,1.06530126,-0.0671719385,382.171969,874.866387,1.14417328
17,3.30610028,12727.8566,-1.20257937,0.0557848693,-2.97179307,1.20257937,-0.0613633563,378.901046,819.166042,1.14417328
17.5,3.27586188,13175.8317,-1.30726464,0.000382332356,-2.88313541,1.30726464,-0.000420565591,375.797025,844.217664,1.14417328
18,3.2468567,13618.2625,-1.35947562,-0.0510635539,-2.73578543,1.35947562,0.0561699093,372.6477,763.686194,1.14417328
18.5,3.21897255,14055.3283,-1.51585999,-0.0522594454,-2.53274274,1.51585999,0.05748539,369.591252,868.385485,1.14417328
19,3.1921059,14487.132,-1.70086001,-0.00598078447,-2.27814072,1.70086001,0.00657886292,366.946112,883.097303,1.14417328
19.5,3.16617698,14913.7528,-1.78987275,0.0422136667,-1.97716232,1.78987275,-0.0464350333,364.102042,947.551623,1.14417328
20,3.14111311,15335.3176,-1.89789469,0.048486684,-1.6359346,1.89789469,-0.0533353524,361.513003,821.935176,1.14417328
20.5,3.11683937,15751.939,-2.06558795,0.010287889,-1.26140397,2.06558795,-0.0113166779,358.832473,747.295332,1.14417328
21,3.0932952,16163.6972,-2.15508523,-0.0344304657,-0.861194787,2.15508523,0.0378735122,356.307013,836.552103,1.14417328
21.5,3.07043134,16570.7041,-2.19619794,-0.0446088846,-0.443454165,2.19619794,0.049069773,354.042149,867.320855,1.14417328
22,3.04819392,16973.0874,-2.3052969,-0.0135239064,-0.0166860945,2.3052969,0.014876297,351.537312,887.998262,1.14417328
22.5,3.02653328,17370.9416,-2.40474288,0.0276190888,0.410421657,2.40474288,-0.0303809977,349.434042,872.057437,1.14417328
23,3.00541163,17764.3591,-2.44098047,0.0407278073,0.829174406,2.44098047,-0.044800588,346.939871,836.26467,1.14417328
23.5,2.98479072,18153.4483,-2.52962662,0.0158758523,1.23104756,2.52962662,-0.0174634376,344.751636,885.161484,1.14417328
24,2.96463074,18538.2934,-2.67463178,-0.0216840659,1.60786013,2.67463178,0.0238524724,342.550508,821.048106,1.14417328
24.5,2.94490091,18918.9556,-2.77657242,-0.0369163168,1.9519413,2.77657242,0.0406079485,340.632769,805.460265,1.14417328
25,2.92557493,19295.5039,-2.88809124,-0.0175014919,2.25628658,2.88809124,0.0192516411,338.607507,811.011155,1.14417328
25.5,2.90662362,19668.0008,-3.07270139,0.0165351209,2.51470038,3.07270139,-0.018188633,337.021785,928.498246,1.14417328
26,2.88802212,20036.4868,-3.24092387,0.0332272432,2.72192212,3.24092387,-0.0365499675,334.861678,792.676675,1.14417328
26.5,2.86753341,20401.0046,-3.36920459,0.0185340143,2.87373338,3.36920459,-0.0203874157,332.584403,775.090818,1.14417328
27,2.84724625,20761.6068,-3.54066295,-0.0120883594,2.96704371,3.54066295,0.0132971954,330.499686,790.118463,1.14417328
27.5,2.82731463,21118.3354,-3.72165264,-0.0296973449,2.9999536,3.72165264,0.0326670794,328.48589,808.235341,1.14417328
28,2.80772216,21471.2296,-3.84275626,-0.0190851624,2.97179307,3.84275626,0.0209936786,325.936368,901.567026,1.14417328
28.5,2.78845344,21820.3394,-3.96671479,0.00826609221,2.88313541,3.96671479,-0.00909270143,324.231424,777.405203,1.14417328
29,2.76949074,22165.713,-4.12545532,0.0263501567,2.73578543,4.12545532,-0.0289851724,321.986017,766.696906,1.14417328
29.5,2.75081958,22507.3911,-4.24804311,0.0192480979,2.53274274,4.24804311,-0.0211729077,320.135277,923.179689,1.14417328
30,2.73242839,22845.4184,-4.35004165,-0.00499732783,2.27814072,4.35004165,0.00549706062,318.298625,791.617536,1.14417328
30.5,2.71430353,23179.8413,-4.49976377,-0.0231992511,1.97716232,4.49976377,0.0255191763,316.320898,834.996659,1.14417328
31,2.69643198,23510.697,-4.65634784,-0.0191001476,1.6359346,4.65634784,0.0210101624,314.512243,815.578887,1.14417328
31.5,2.67880428,23838.0196,-4.78483626,0.00221792086,1.26140397,4.78483626,-0.00243971294,312.41935,851.879778,1.14417328
32,2.66141074,24161.8457,-4.94632946,0.0202510916,0.861194787,4.94632946,-0.0222762008,310.511216,841.898563,1.14417328
32.5,2.64424074,24482.2059,-5.14161214,0.0187056036,0.443454165,5.14161214,-0.020576164,309.186686,874.482541,1.14417328
33,2.62728646,24799.1256,-5.30896951,0.000129632743,0.0166860945,5.30896951,-0.000142596018,307.536744,836.765044,1.14417328
33.5,2.61054147,25112.6325,-5.4734482,-0.0175071497,-0.410421657,5.4734482,0.0192578647,305.146245,798.15643,1.14417328
34,2.59399805,25422.7538,-5.67148245,-0.01811794,-0.829174406,5.67148245,0.019929734,303.53625,856.889254,1.14417328
34.5,2.5776496,25729.5127,-5.8516397,-0.00209673912,-1.23104756,5.8516397,0.00230641303,301.422565,833.140428,1.14417328
35,2.56149158,26032.9334,-5.99977386,0.0149650932,-1.60786013,5.99977386,-0.0164616025,299.902585,791.963462,1.14417328
35.5,2.54551862,26333.0428,-6.16770178,0.0173813908,-1.9519413,6.16770178,-0.0191195298,298.390883,810.150156,1.14417328
36,2.52972497,26629.8652,-6.34039289,0.00372920556,-2.25628658,6.34039289,-0.00410212612,297.056585,843.81485,1.14417328
36.5,2.51410658,26923.4239,-6.47915364,-0.0126197341,-2.51470038,6.47915364,0.0138817075,294.93649,878.404347,1.14417328
37,2.49865958,27213.7443,-6.62372449,-0.0165323455,-2.72192212,6.62372449,0.01818558,293.238659,807.534336,1.14417328
37.5,2.48337904,27500.8502,-6.79614171,-0.00506767905,-2.87373338,6.79614171,0.00557444695,291.883479,861.026389,1.14417328
38,2.46826101,27784.7627,-6.95366366,0.0104639755,-2.96704371,6.95366366,-0.0115103731,290.371315,864.82835,1.14417328
38.5,2.45330253,28065.5031,-7.10357848,0.0156007297,-2.9999536,7.10357848,-0.0171608027,288.89283,765.391047,1.14417328
39,2.43849989,28343.0923,-7.28587488,0.00614813984,-2.97179307,7.28587488,-0.00676295382,287.070167,808.853758,1.14417328
39.5,2.42384952,28617.5483,-7.47290761,-0.00848956664,-2.88313541,7.47290761,0.0093385233,285.288603,831.191141,1.14417328
40,2.40934914,28888.8884,-7.63916619,-0.0146111812,-2.73578543,7.63916619,0.0160722993,284.329766,908.928169,1.14417328
40.5,2.39499638,29157.1302,-7.82005986,-0.00700241458,-2.53274274,7.82005986,0.00770265604,282.696543,847.818806,1.14417328
41,2.38078843,29422.2901,-8.01520674,0.00668757453,-2.27814072,8.01520674,-0.00735633199,281.200837,814.727761,1.14417328
41.5,2.3667234,29684.3833,-8.18507463,0.0135839214,-1.97716232,8.18507463,-0.0149423135,279.5348,878.708239,1.14417328
42,2.35279988,29943.4259,-8.34598553,0.00765862017,-1.6359346,8.34598553,-0.00842448219,278.330474,819.567,2.28834657
42.5,2.33901582,30199.4339,-8.52361254,-0.00504869526,-1.26140397,8.52361254,0.00555356479,276.774852,804.878439,2.28834657
43,2.32536947,30452.4222,-8.68767122,-0.0125354411,-0.861194787,8.68767122,0.0137889852,274.921006,806.721566,2.28834657
43.5,2.31185975,30702.4056,-8.83115019,-0.00814154578,-0.443454165,8.83115019,0.00895570035,273.64358,826.976137,2.28834657
44,2.29848524,30949.3996,-8.99002117,0.00356352037,-0.0166860945,8.99002117,-0.0039198724,272.497053,819.531387,2.28834657
44.5,2.28524426,31193.4184,-9.15627265,0.0114791279,0.410421657,9.15627265,-0.0126270407,270.767883,898.608248,2.28834657
45,2.2721358,31434.4755,-9.30452201,0.00847302567,0.829174406,9.30452201,-0.00932032824,269.319498,839.535275,2.28834657
45.5,2.25915891,31672.5844,-9.46004565,-0.00222275809,1.23104756,9.46004565,0.0024450339,268.255272,748.271183,2.28834657
46,2.24631226,31907.758,-9.63619612,-0.0104258325,1.60786013,9.63619612,0.0114684158,266.665096,793.390995,2.28834657
46.5,2.23359491,32140.008,-9.80221107,-0.0086723002,1.9519413,9.80221107,0.00953953022,265.761157,742.442125,2.28834657
47,2.21921517,32369.3459,-9.96038561,0.00101737896,2.25628658,9.96038561,-0.00111911685,264.205506,895.65172,2.28834657
47.5,2.2048297,32595.7837,-10.1359946,0.00938431574,2.51470038,10.1359946,-0.0103227473,262.30341,766.495021,2.28834657
48,2.19062681,32819.3327,-10.3091933,0.00875631336,2.72192212,10.3091933,-0.0096319447,261.020205,814.70948,2.28834657
48.5,2.17660479,33040.0037,-10.461927,6.12967307e-05,2.87373338,10.461927,-6.74264038e-05,259.420324,872.284929,2.28834657
49,2.16276189,33257.8077,-10.6190345,-0.00836158808,2.96704371,10.6190345,0.00919774689,257.864429,856.605621,2.28834657
49.5,2.14909686,33472.7555,-10.5625657,-0.00873997526,2.9999536,10.5625657,0.00961397278,256.47878,867.965318,2.28834657
50,2.135613,33684.8649,-10.1896757,-0.00102152627,2.97179307,10.1896757,0.00112367889,255.185438,843.150443,2.28834657
50.5,2.12230846,33894.1622,-9.81336812,0.00736314556,2.88313541,9.81336812,-0.00809946012,253.237701,811.866536,2.28834657
51,2.10918001,34100.673,-9.45334546,0.00863618622,2.73578543,9.45334546,-0.00949980484,252.343919,877.754563,2.28834657
51.5,2.09622468,34304.4205,-9.08927928,0.0018710332,2.53274274,9.08927928,-0.00205813651,251.016587,849.528977,2.28834657
52,2.08343996,34505.427,-8.71611979,-0.00639318083,2.27814072,8.71611979,0.00703249891,249.812354,890.774951,2.28834657
52.5,2.07082335,34703.7134,-8.35883085,-0.00845622761,1.97716232,8.35883085,0.00930185037,248.401233,721.028531,2.28834657
53,2.05837246,34899.2991,-8.01047281,-0.00261697864,1.6359346,8.01047281,0.00287867651,246.902679,888.938921,2.28834657
53.5,2.04608528,35092.2022,-7.65081254,0.00545518999,1.26140397,7.65081254,-0.00600070899,245.841472,775.57653,2.28834657
54,2.03395994,35282.4398,-7.29606772,0.00821019098,0.861194787,7.29606772,-0.00903121007,244.204838,816.702301,2.28834657
54.5,2.02199463,35470.028,-6.95440625,0.00326602975,0.443454165,6.95440625,-0.00359263273,243.377289,846.785131,2.28834657
55,2.01018774,35654.9816,-6.60219575,-0.00455200309,0.0166860945,6.60219575,0.0050072034,241.945473,918.744583,2.28834657
55.5,1.9985379,35837.3149,-6.24046028,-0.00790706667,-0.410421657,6.24046028,0.00869777334,240.713736,867.480221,2.28834657
