time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
0,0.10302669,150,-27.1899492,-11.8298464,-2.16987433,20,13.012831,47.3362255,721.424888,1.12174861
0.5,0.238305494,178.405462,-10.4691129,-3.31002025,-2.44261164,10.4691129,3.64102228,64.7649587,687.862371,1.12174861
1,0.378433714,229.561158,-1.04383075,1.04489356,-2.66562442,1.04383075,-1.14938291,82.1237289,728.180719,1.12174861
1.5,0.523594245,304.19825,-0.125453851,2.28128156,-2.83437277,0.125453851,-2.50940971,100.397291,739.486157,1.12174861
2,0.67399033,403.074636,0.356279331,1.28057446,-2.94542147,-0.356279331,-1.40863191,118.828647,603.638571,1.12174861
2.5,0.829520115,526.987514,2.57925644,-0.321637732,-2.99650988,-2.57925644,0.353801505,138.159314,621.78007,1.12174861
3,0.988355788,676.748737,2.28226824,-1.13111108,-2.98659799,-2.28226824,1.24422219,158.03014,694.382838,1.12174861
3.5,1.14859996,852.640939,0.44576894,-0.787010083,-2.91588758,-0.44576894,0.865711092,178.097281,689.152965,1.12174861
4,1.31565721,1054.90739,0.0994957544,0.105984569,-2.7858181,-0.0994957544,-0.116583026,198.733153,662.69564,1.12174861
4.5,1.49478882,1284.92737,-0.261364594,0.67572536,-2.59903741,0.261364594,-0.743297896,221.498893,733.968911,1.12174861
5,1.68399293,1544.14734,-1.59870303,0.539542221,-2.3593478,1.59870303,-0.593496443,245.336578,683.428801,1.12174861
5.5,1.88214569,1833.17983,-1.96104394,-0.0119545343,-2.07162868,1.96104394,0.0131499877,269.74058,698.786562,1.12174861
6,2.0901386,2152.65927,-1.44012816,-0.420237299,-1.74173717,1.44012816,0.462261029,295.814851,708.662966,1.12174861
6.5,2.30914518,2503.6815,-1.47440658,-0.379526556,-1.37638892,1.47440658,0.417479212,323.128907,691.613635,1.12174861
7,2.54050998,2887.18622,-1.41724974,-0.029882154,-0.983021356,1.41724974,0.0328703694,352.08464,695.642383,1.12174861
7.5,2.78598735,3304.31546,-0.742162364,0.262925493,-0.569642313,0.742162364,-0.289218043,382.796342,660.478303,1.12174861
8,3.04761612,3757.19049,-0.432130769,0.265998396,-0.144666996,0.432130769,-0.292598235,415.650579,665.466907,1.12174861
8.5,3.32781278,4248.00926,-0.525929784,0.0450009589,0.283253324,0.525929784,-0.0495010548,450.205433,685.93102,1.12174861
9,3.62961884,4778.68068,-0.337675191,-0.160513234,0.705407424,0.337675191,0.176564557,488.244716,683.393733,1.12174861
9.5,3.95683789,5351.9589,-0.201540766,-0.181172843,1.11320146,0.201540766,0.199290128,529.013077,634.854892,1.12174861
10,3.92206072,5942.35041,-0.394417482,-0.0499862185,1.49833393,0.394417482,0.0549848404,524.656845,734.637951,1.12174861
10.5,3.88855458,6521.46396,-0.513972472,0.113975294,1.85296464,0.513972472,-0.125372823,520.352108,657.952684,1.12174861
11,3.85851067,7089.72535,-0.447194331,0.160356105,2.16987433,0.447194331,-0.176391716,516.846768,650.455185,1.12174861
11.5,3.83161419,7647.933,-0.593597445,0.0581640759,2.44261164,0.593597445,-0.0639804835,513.325279,759.426499,1.12174861
12,3.80755125,8196.37639,-0.827343068,-0.0871779909,2.66562442,0.827343068,0.09589579,510.197579,699.959491,1.12174861
12.5,3.78607802,8735.14875,-0.804230492,-0.140972038,2.83437277,0.804230492,0.155069242,507.576338,687.108624,1.12174861
13,3.76700225,9264.81622,-0.780422721,-0.0629544703,2.94542147,0.780422721,0.0692499174,504.657672,728.7659,1.12174861
13.5,3.75011103,9785.92431,-0.933806753,0.0649357348,2.99650988,0.933806753,-0.0714293083,503.097218,740.737503,1.12174861
14,3.73522228,10298.7014,-0.936897223,0.123088687,2.98659799,0.936897223,-0.135397556,501.707137,667.388738,1.12174861
14.5,3.72220924,10803.5888,-0.794044208,0.0651641039,2.91588758,0.794044208,-0.0716805143,499.630353,709.454915,1.12174861
15,3.69528873,11301.2113,-0.824663253,-0.0465791526,2.7858181,0.824663253,0.0512370678,496.426928,662.917639,1.12174861
15.5,3.6585173,11791.9417,-0.896220815,-0.1067258,2.59903741,0.896220815,0.11739838,491.827265,658.982193,1.12174861
16,3.62368276,12276.0795,-0.809628982,-0.0654002854,2.3593478,0.809628982,0.0719403139,487.522355,672.747784,1.12174861
16.5,3.59059344,12754.0649,-0.812480235,0.0315048307,2.07162868,0.812480235,-0.0346553138,483.123978,619.896512,1.12174861
17,3.55906604,13226.1979,-0.982711784,0.0918229842,1.74173717,0.982711784,-0.101005283,479.624831,665.773527,1.12174861
17.5,3.52895346,13692.5806,-1.06167534,0.06414267,1.37638892,1.06167534,-0.070556937,475.659782,757.125439,1.12174861
18,3.50013416,14153.3805,-1.10458493,-0.0192267691,0.983021356,1.10458493,0.021149446,472.324064,730.249011,1.12174861
