time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
0,0.10302669,150,5.20641201,-5.54500115,-2.82725366,-5.20641201,6.09950127,41.7702268,1007.85839,0.947870038
0.5,0.243506487,179.100015,2.26285653,-0.459561505,-2.9412626,-2.26285653,0.505517655,57.2589013,929.380752,0.947870038
1,0.388896967,232.189179,1.4606809,1.15857306,-2.99539593,-1.4606809,-1.27443037,72.9489068,979.568711,0.947870038
1.5,0.539402629,310.057506,2.05918066,1.08161955,-2.98855162,-2.05918066,-1.1897815,89.5499066,874.960403,0.947870038
2,0.695215279,413.532378,0.717465242,0.242242413,-2.92086903,-0.717465242,-0.266466655,106.508737,1018.37983,0.947870038
2.5,0.856014007,543.377102,-0.984274439,-0.460499314,-2.79372596,0.984274439,0.506549245,124.530209,902.678531,0.947870038
3,1.01916285,700.024818,-1.28176276,-0.56343104,-2.60971069,1.28176276,0.619774144,142.379941,940.986219,0.947870038
3.5,1.1833649,883.413784,-1.57503172,-0.182059637,-2.37256924,1.57503172,0.2002656,160.08083,937.108669,0.947870038
4,1.35624251,1093.94433,-2.27356424,0.242548532,-2.08712912,2.27356424,-0.266803385,179.079269,1050.57151,0.947870038
4.5,1.54167261,1333.0339,-2.16251761,0.354054413,-1.75920107,2.16251761,-0.389459854,199.665694,822.083032,0.947870038
5,1.736754,1602.02082,-1.61319718,0.143645198,-1.39546075,1.61319718,-0.158009718,221.298568,1001.937,0.947870038
5.5,1.94086461,1901.9522,-1.49606056,-0.133780577,-1.00331289,1.49606056,0.147158635,243.570021,941.451335,0.947870038
6,2.15491114,2233.77287,-1.29742537,-0.232069516,-0.59074046,1.29742537,0.255276468,266.661707,992.091337,0.947870038
6.5,2.38015349,2598.58185,-0.808949039,-0.112577542,-0.166142262,0.808949039,0.123835296,291.12744,988.385954,0.947870038
7,2.61805881,2997.85697,-0.651199157,0.0730051996,0.261838114,0.651199157,-0.0803057196,317.405434,889.192962,0.947870038
7.5,2.87037027,3433.10336,-0.717491141,0.153422154,0.68448822,0.717491141,-0.16876437,345.237842,957.441842,0.947870038
8,3.1392525,3905.80827,-0.590982064,0.0859781104,1.09320412,0.590982064,-0.0945759214,374.731337,1009.20357,0.947870038
8.5,3.42736233,4417.87995,-0.525693952,-0.0373750036,1.47966554,0.525693952,0.0411125039,406.565558,1005.10918,0.947870038
9,3.73793323,4971.45457,-0.639031062,-0.0993363827,1.83600523,0.639031062,0.109270021,440.23199,873.243434,0.947870038
9.5,4.07500071,5568.66226,-0.624121739,-0.0628312784,2.15496915,0.624121739,0.0691144063,477.238493,1106.9661,0.947870038
10,4.03382105,6182.01319,-0.545111822,0.0185025314,2.43006412,0.545111822,-0.0203527846,472.834899,1014.46297,0.947870038
10.5,3.99467337,6782.34473,-0.618057627,0.07554247,2.65568998,0.618057627,-0.083096717,468.208352,988.759409,0.947870038
11,3.95971625,7370.44723,-0.703607175,0.0593411539,2.82725366,0.703607175,-0.0652752692,464.520163,890.900658,0.947870038
11.5,3.92855049,7946.98984,-0.663397445,-0.0087416426,2.9412626,0.663397445,0.00961580686,461.196844,976.550973,0.947870038
12,3.90083104,8512.82501,-0.662414834,-0.0627083001,2.99539593,0.662414834,0.0689791301,458.066284,1063.0748,0.947870038
12.5,3.87623158,9068.66028,-0.743765749,-0.0553101101,2.98855162,0.743765749,0.0608411211,455.14238,933.999729,0.947870038
