time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
0,0.10302669,150,-17.0108084,6.47944235,-2.98004569,17.0108084,-7.12738658,40.7523107,769.932352,1.01907362
0.5,0.244769468,179.280667,-5.2693164,-0.141113986,-2.90055211,5.2693164,0.155225385,55.9981612,822.375054,1.01907362
1,0.391653391,232.821323,-2.79312697,-1.78989061,-2.76201165,2.79312697,1.96887968,71.7489147,731.346086,1.01907362
1.5,0.543908006,311.41198,-3.00894547,-1.29041293,-2.5672446,3.00894547,1.41945423,88.1837625,704.729647,1.01907362
2,0.701772235,415.838772,-1.21067856,-0.0661114304,-2.32021586,1.21067856,0.0727225735,104.73129,777.998832,1.01907362
2.5,0.864931181,546.926716,0.231677059,0.736716591,-2.02595421,-0.231677059,-0.81038825,122.196466,693.978788,1.01907362
3,1.0307461,705.291118,-0.283517945,0.687504239,-1.69044997,0.283517945,-0.756254663,140.597321,797.820706,1.01907362
3.5,1.19848632,891.00823,-0.514469733,0.10030884,-1.32053305,0.514469733,-0.110339724,157.948091,763.279799,1.01907362
4,1.3760406,1104.75788,-0.199947867,-0.404435705,-0.923733887,0.199947867,0.444879276,176.688727,774.559277,1.01907362
4.5,1.56628837,1348.33184,-0.793813963,-0.440227488,-0.508130163,0.793813963,0.484250237,197.257875,728.743321,1.01907362
5,1.76639056,1623.12214,-1.50464843,-0.102614423,-0.082182374,1.50464843,0.112875865,218.787799,741.175011,1.01907362
5.5,1.97620514,1930.01922,-1.41055506,0.235196416,0.345438411,1.41055506,-0.258716057,241.382314,689.90153,1.01907362
6,2.19686615,2270.06473,-1.38377466,0.293769303,0.766027066,1.38377466,-0.323146233,265.048904,794.767618,1.01907362
6.5,2.42971247,2644.34941,-1.59323753,0.0925575186,1.17102162,1.59323753,-0.10181327,290.084893,715.469401,1.01907362
7,2.67642548,3053.89541,-1.32405496,-0.13774974,1.55217755,1.32405496,0.151524714,316.151193,766.455204,1.01907362
7.5,2.9390968,3500.19957,-0.914886543,-0.197271852,1.90173562,0.914886543,0.216999037,344.297296,737.806839,1.01907362
8,3.22015564,3985.25628,-0.843196466,-0.0771521023,2.21257984,0.843196466,0.0848673126,374.317718,734.080498,1.01907362
8.5,3.5226014,4511.06923,-0.711764739,0.0781198265,2.47838231,0.711764739,-0.0859318091,406.982028,740.000528,1.01907362
