time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
0,0.10302669,150,3.65952562,12.371832,1.94524662,-3.65952562,-13.6090152,35.5110297,771.039887,0.974956004
0.5,0.23801064,178.543078,-0.241956643,2.84944719,2.25047396,0.241956643,-3.13439191,48.2024529,806.788121,0.974956004
1,0.377902314,230.038946,-0.613420256,-1.50829041,2.50988813,0.613420256,1.65911945,61.6097643,830.814269,0.974956004
1.5,0.522918171,305.227247,-4.44542593,-2.42506799,2.71820822,4.44542593,2.66757479,75.0663503,787.455929,0.974956004
2,0.673254417,404.751675,-4.44084214,-1.14183203,2.87119342,4.44084214,1.25601523,89.3025901,714.46374,0.974956004
2.5,0.828885128,529.246576,-1.87333502,0.527788831,2.96572941,1.87333502,-0.580567714,103.562673,825.594584,0.974956004
3,0.987757654,679.319672,-1.55319104,1.21878382,2.9998917,1.55319104,-1.3406622,118.567135,780.985896,0.974956004
3.5,1.14753952,855.020919,-1.54407223,0.721657024,2.97298485,1.54407223,-0.793822727,133.785802,822.360019,0.974956004
4,1.31425219,1056.60077,-0.0205807505,-0.228950297,2.8855566,0.0205807505,0.251845326,148.859076,782.233508,0.974956004
4.5,1.49383767,1285.81929,0.430022823,-0.739366907,2.73938673,-0.430022823,0.813303598,165.993555,764.756693,0.974956004
5,1.6840059,1544.52632,-0.406088862,-0.506049859,2.53745086,0.406088862,0.556654845,184.052665,811.925186,0.974956004
5.5,1.88343843,1833.72395,-0.454186748,0.0902385163,2.2838598,0.454186748,-0.0992623679,202.628387,807.558922,0.974956004
6,2.09298117,2154.49411,-0.384021689,0.466439271,1.98377594,0.384021689,-0.513083199,222.310213,769.530584,0.974956004
6.5,2.31386278,2508.02429,-1.12143956,0.362276389,1.64330812,1.12143956,-0.398504028,242.616303,865.845548,0.974956004
7,2.54754563,2894.98323,-1.42930427,-0.021076386,1.26938729,1.42930427,0.0231840246,264.711466,713.405444,0.974956004
7.5,2.79595126,3316.21637,-1.09021322,-0.296234015,0.869625396,1.09021322,0.325857417,288.187527,715.948704,0.974956004
8,3.06133373,3773.33367,-1.09942985,-0.257500263,0.452160436,1.09942985,0.28325029,312.784516,718.205756,0.974956004
8.5,3.34636405,4267.81289,-1.13701594,-0.0120382577,0.0254907934,1.13701594,0.0132420835,339.657393,771.951318,0.974956004
9,3.65451084,4801.31518,-0.730282711,0.183840355,-0.401697768,0.730282711,-0.20222439,368.896732,795.405183,0.974956004
9.5,3.98181513,5376.60663,-0.497246145,0.177750188,-0.820708922,0.497246145,-0.195525207,399.20547,805.283987,0.974956004
10,3.94140873,5967.02473,-0.602420043,0.027269048,-1.22301281,0.602420043,-0.0299959528,395.2585,871.612561,0.974956004
10.5,3.90279163,6544.57606,-0.525645555,-0.134185256,-1.60041968,0.525645555,0.147603782,392.268915,782.819012,0.974956004
11,3.86807678,7110.39538,-0.358065259,-0.160363952,-1.94524662,0.358065259,0.176400347,388.546824,823.470023,0.974956004
11.5,3.83688493,7665.70175,-0.484654053,-0.0396810293,-2.25047396,0.484654053,0.0436491322,385.673425,799.046585,0.974956004
12,3.80886244,8210.91553,-0.635485416,0.106184464,-2.50988813,0.635485416,-0.116802911,382.84875,797.76651,0.974956004
