time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
0,0.10302669,150,-17.1647826,-15.2626492,-2.57400611,17.1647826,16.7889141,32.7209011,807.249059,0.934316339
0.5,0.233008537,178.393086,4.59846291,-3.5341893,-2.7671049,-4.59846291,3.88760823,43.634289,838.80639,0.934316339
1,0.367569487,229.156325,2.88577808,1.985685,-2.90387342,-2.88577808,-2.1842535,55.3360138,790.631328,0.934316339
1.5,0.50694847,303.051755,1.63045956,3.11586829,-2.98152745,-1.63045956,-3.42745512,66.9497131,718.265264,0.934316339
2,0.651342528,400.861412,3.5039381,1.44091461,-2.99848617,-3.5039381,-1.58500607,79.3507947,771.945176,0.934316339
2.5,0.800763187,523.400454,1.48147438,-0.706456104,-2.95440437,-1.48147438,0.777101715,92.1192209,779.37095,0.934316339
3,0.953858238,671.31507,-2.02146721,-1.57583128,-2.85017941,2.02146721,1.73341441,105.150539,731.695286,0.934316339
3.5,1.10792403,844.733233,-2.47786894,-0.916448904,-2.68793302,2.47786894,1.00809379,118.305433,778.079423,0.934316339
4,1.26650256,1043.72774,-2.73108399,0.3123219,-2.47096806,2.73108399,-0.34355409,131.818908,728.963679,0.934316339
4.5,1.43649251,1269.34488,-4.19634675,0.962386708,-2.20370132,4.19634675,-1.05862538,146.037445,769.161579,0.934316339
5,1.61729365,1522.88766,-3.95861134,0.648655072,-1.89157358,3.95861134,-0.713520579,161.77339,833.514322,0.934316339
5.5,1.80716691,1805.29809,-2.54808157,-0.128200005,-1.54093885,2.54808157,0.141020006,177.966809,773.298791,0.934316339
6,2.00650656,2117.64084,-2.21827352,-0.611251016,-1.15893505,2.21827352,0.672376118,194.704304,771.750467,0.934316339
6.5,2.21627274,2460.88245,-1.86681661,-0.467912371,-0.753338677,1.86681661,0.514703609,212.843259,867.986699,0.934316339
7,2.43790042,2836.1871,-0.760893153,0.034911485,-0.332406499,0.760893153,-0.0384026335,231.918855,749.427825,0.934316339
7.5,2.67295414,3245.49394,-0.399076197,0.391303983,0.0952925163,0.399076197,-0.430434381,251.637481,767.967922,0.934316339
8,2.92327344,3690.67405,-0.677141159,0.335468186,0.521051651,0.677141159,-0.369015004,273.346848,820.161665,0.934316339
8.5,3.1912173,4173.25147,-0.490242955,0.0109288947,0.936203676,0.490242955,-0.0120217842,296.055756,757.303269,0.934316339
9,3.47972434,4695.41846,-0.380956514,-0.245153556,1.33229729,0.380956514,0.269668912,320.791431,814.030401,0.934316339
9.5,3.79235899,5259.62919,-0.734030007,-0.233382109,1.70126918,0.734030007,0.25672032,347.371443,709.730959,0.934316339
10,3.75420572,5839.43602,-0.832100609,-0.0325481389,2.03560814,0.832100609,0.0358029527,344.189929,761.191969,0.934316339
10.5,3.71747836,6406.8909,-0.70006096,0.179837627,2.32850798,0.70006096,-0.197821389,341.12661,721.216736,0.934316339
11,3.68424765,6963.00222,-0.880130838,0.211512487,2.57400611,0.880130838,-0.232663736,338.370967,806.077602,0.934316339
11.5,3.65411979,7508.15975,-1.12255474,0.0496309364,2.7671049,1.12255474,-0.05459403,335.743483,722.977053,0.934316339
12,3.62684069,8042.60557,-0.984346398,-0.143164046,2.90387342,0.984346398,0.157480451,333.436345,690.448564,0.934316339
12.5,3.60220186,8567.16556,-0.889280342,-0.190320393,2.98152745,0.889280342,0.209352433,331.203285,773.163174,0.934316339
13,3.579936,9082.56498,-1.04630325,-0.061612299,2.99848617,1.04630325,0.0677735289,329.325599,720.514355,0.934316339
13.5,3.55983481,9589.1224,-0.980928003,0.112005102,2.95440437,0.980928003,-0.123205612,327.49774,791.170486,0.934316339
14,3.54176194,10087.4178,-0.765499325,0.170002682,2.85017941,0.765499325,-0.187002951,326.145701,750.215339,0.934316339
14.5,3.52554675,10578.1737,-0.844472712,0.0695315548,2.68793302,0.844472712,-0.0764847103,324.624849,732.624136,0.934316339
15,3.50878228,11061.7027,-0.97040862,-0.0856200808,2.47096806,0.97040862,0.0941820889,323.379878,772.537322,0.934316339
15.5,3.47094354,11538.2312,-0.887879969,-0.150741473,2.20370132,0.887879969,0.16581562,320.137734,757.805547,0.934316339
16,3.4350817,12008.1973,-0.971257831,-0.0742135996,1.89157358,0.971257831,0.0816349596,317.158515,712.10972,0.934316339
16.5,3.40097729,12471.8407,-1.2727217,0.0633657238,1.54093885,1.2727217,-0.0697022962,314.004911,667.809077,0.934316339
17,3.36846431,12929.1777,-1.40399003,0.132649653,1.15893505,1.40399003,-0.145914618,311.231718,757.046757,0.934316339
17.5,3.33741369,13380.3582,-1.4810033,0.0763416749,0.753338677,1.4810033,-0.0839758424,308.507424,869.600613,0.934316339
18,3.3076793,13825.5675,-1.76671499,-0.0447243083,0.332406499,1.76671499,0.0491967391,306.087301,699.377616,0.934316339
18.5,3.27913534,14264.8326,-1.98198957,-0.115879222,-0.0952925163,1.98198957,0.127467145,303.837131,810.591563,0.934316339
19,3.25170326,14698.2312,-1.99138645,-0.076523913,-0.521051651,1.99138645,0.0841763043,301.286646,666.097631,0.934316339
19.5,3.22529429,15125.9757,-2.09942552,0.0292322677,-0.936203676,2.09942552,-0.0321554944,298.911238,740.76638,0.934316339
20,3.19980911,15548.2146,-2.26817918,0.100500004,-1.33229729,2.26817918,-0.110550005,296.707238,768.504392,0.934316339
20.5,3.17518352,15965.0565,-2.2427375,0.0752466545,-1.70126918,2.2427375,-0.08277132,295.014825,796.366708,0.934316339
21,3.15136111,16376.7078,-2.2103276,-0.0164494291,-2.03560814,2.2103276,0.018094372,292.725839,723.447527,0.934316339
21.5,3.12826571,16783.3663,-2.34166441,-0.0864935416,-2.32850798,2.34166441,0.0951428958,290.927748,790.854693,0.934316339
22,3.10583655,17185.1392,-2.40934865,-0.0728842281,-2.57400611,2.40934865,0.0801726509,288.907428,737.720839,0.934316339
22.5,3.08403327,17582.1505,-2.40389984,0.00598245328,-2.7671049,2.40389984,-0.00658069861,286.970496,802.209618,0.934316339
23,3.06280448,17974.5431,-2.5646668,0.0738027902,-2.90387342,2.5646668,-0.0811830692,285.156526,785.662399,0.934316339
23.5,3.04209851,18362.3843,-2.78765614,0.0697325992,-2.98152745,2.78765614,-0.0767058591,283.413135,781.072925,0.934316339
24,3.02188472,18745.7118,-2.90207822,0.00250921033,-2.99848617,2.90207822,-0.00276013136,281.625753,795.248229,0.934316339
24.5,3.00213373,19124.5973,-3.07882907,-0.0623611276,-2.95440437,3.07882907,0.0685972404,279.806276,772.731522,0.934316339
25,2.98280716,19499.0897,-3.36410471,-0.0660327259,-2.85017941,3.36410471,0.0726359985,278.105256,804.540412,0.934316339
25.5,2.96387975,19869.2037,-3.54631555,-0.0093210985,-2.68793302,3.54631555,0.0102532083,276.899793,704.786938,0.934316339
26,2.944177,20234.9859,-3.66550634,0.0520945164,-2.47096806,3.66550634,-0.057303968,275.136093,750.260419,0.934316339
26.5,2.92358429,20596.5022,-3.87691185,0.0619764756,-2.20370132,3.87691185,-0.0681741232,273.492511,770.497681,0.934316339
27,2.90339495,20953.7962,-4.04987267,0.0147099935,-1.89157358,4.04987267,-0.0161809928,271.697294,845.752658,0.934316339
27.5,2.88359496,21306.9208,-4.10673834,-0.0429186263,-1.54093885,4.10673834,0.0472104889,270.09649,772.188216,0.934316339
28,2.86416548,21655.9549,-4.21968105,-0.057709274,-1.15893505,4.21968105,0.0634802014,268.075905,741.363534,0.934316339
28.5,2.84508194,22000.9624,-4.38851185,-0.018896275,-0.753338677,4.38851185,0.0207859025,266.869251,704.24774,0.934316339
29,2.82632902,22341.9923,-4.47408994,0.0347449789,-0.332406499,4.47408994,-0.0382194768,264.791806,756.859446,0.934316339
29.5,2.80789398,22679.1074,-4.57192604,0.0533411241,0.0952925163,4.57192604,-0.0586752365,263.736919,796.131857,0.934316339
30,2.78975719,23012.3643,-4.7804701,0.0220677776,0.521051651,4.7804701,-0.0242745553,261.852361,767.74798,0.934316339
