time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
0,0.10302669,150,-24.1263147,6.8223665,1.96140559,20,-7.50460314,40.8019277,696.272604,0.887154026
0.5,0.240776314,178.974644,-15.4790534,-4.95635732,2.26449562,15.4790534,5.45199305,56.1957255,716.049098,0.887154026
1,0.383446419,231.498514,-8.79508924,-5.0968819,2.52148705,8.79508924,5.60657009,71.2355581,810.070177,0.887154026
1.5,0.531435584,308.303453,0.574366338,-1.6483254,2.72714827,-0.574366338,1.81315794,86.9970167,690.797047,0.887154026
2,0.684930166,410.292344,2.1036193,1.47036402,2.87729262,-2.1036193,-1.61740043,103.630074,729.904457,0.887154026
2.5,0.843850017,538.365667,0.747284633,2.26047655,2.96886359,-0.747284633,-2.48652421,120.787359,809.624282,0.887154026
3,1.00643245,693.198845,2.18037022,1.00227303,2.99999706,-2.18037022,-1.10250033,138.587575,692.272894,0.887154026
3.5,1.17135922,875.212566,1.97623863,-0.68072502,2.97005924,-1.97623863,0.748797522,155.962815,710.905916,0.887154026
4,1.34456305,1085.07329,-0.831545967,-1.33577667,2.87965958,0.831545967,1.46935434,174.509495,802.938576,0.887154026
4.5,1.52983688,1324.08851,-1.81074272,-0.714539747,2.73063835,1.81074272,0.785993722,194.42018,761.788211,0.887154026
5,1.72515638,1593.56064,-1.63193082,0.337252257,2.5260292,1.63193082,-0.370977483,215.736865,778.942799,0.887154026
5.5,1.93010754,1894.54448,-2.67581883,0.844607089,2.26999738,2.67581883,-0.929067798,237.856516,807.624035,0.887154026
6,2.14559402,2227.6304,-3.00397413,0.523070318,1.96775496,3.00397413,-0.57537735,260.669456,733.603472,0.887154026
6.5,2.3731711,2593.46605,-1.88063854,-0.15844876,1.62545473,1.88063854,0.174293636,285.450961,788.91248,0.887154026
7,2.61448383,2993.59392,-1.39815133,-0.544108497,1.25006492,1.39815133,0.598519347,311.660597,691.381972,0.887154026
7.5,2.87126278,3429.62914,-1.36957195,-0.381465864,0.849227397,1.36957195,0.41961245,339.113051,763.635766,0.887154026
8,3.14583208,3903.1237,-0.640752204,0.0618131072,0.431102053,0.640752204,-0.0679944179,368.667922,750.985545,0.887154026
8.5,3.44101618,4416.8666,-0.181348409,0.345565278,0.00420071384,0.181348409,-0.380121805,400.673642,746.49748,0.887154026
9,3.76020504,4973.98404,-0.433987653,0.270153252,-0.42278614,0.433987653,-0.297168577,434.537605,787.884344,0.887154026
9.5,4.10742885,5576.81765,-0.424711938,-0.0116835587,-0.841166287,0.424711938,0.0128519146,472.336196,795.037148,0.887154026
10,4.07964145,6198.25038,-0.232519095,-0.232494923,-1.24242271,0.232519095,0.255744416,469.376777,717.398524,0.887154026
10.5,4.05291173,6809.3522,-0.487104498,-0.222711071,-1.618387,0.487104498,0.244982179,466.638491,673.7498,0.887154026
11,4.02946998,7410.22369,-0.796540902,-0.0143953666,-1.96140559,0.796540902,0.0158349032,464.034208,689.89274,0.887154026
11.5,4.00903251,8000.80636,-0.737969695,0.185980981,-2.26449562,0.737969695,-0.204579079,461.294017,679.627553,0.887154026
12,3.99136989,8581.76178,-0.818658451,0.199731968,-2.52148705,0.818658451,-0.219705165,459.943139,815.041222,0.887154026
12.5,3.97620586,9153.46952,-1.14159971,0.0330116041,-2.72714827,1.14159971,-0.0363127645,458.176084,683.263117,0.887154026
13,3.96332674,9715.86518,-1.15596098,-0.147022726,-2.87729262,1.15596098,0.161724999,456.91043,766.419558,0.887154026
13.5,3.95260955,10269.4029,-1.00989221,-0.177651424,-2.96886359,1.00989221,0.195416566,455.565765,781.836571,0.887154026
14,3.94388386,10814.785,-1.13151043,-0.0458307508,-2.99999706,1.13151043,0.0504138259,454.430583,775.282506,0.887154026
14.5,3.9173685,11352.2919,-1.19206267,0.114576825,-2.97005924,1.19206267,-0.126034507,451.782501,758.558197,0.887154026
15,3.88103616,11882.2973,-0.992196404,0.156841493,-2.87965958,0.992196404,-0.172525643,448.065979,780.178941,0.887154026
15.5,3.84669356,12405.497,-0.96705397,0.0541579352,-2.73063835,0.96705397,-0.0595737287,444.26588,772.079812,0.887154026
16,3.81410687,12922.3145,-1.12732767,-0.0876174804,-2.5260292,1.12732767,0.0963792284,440.8943,751.292836,0.887154026
16.5,3.78310427,13432.9171,-1.10419756,-0.137425461,-2.26999738,1.10419756,0.151168007,437.662919,775.56532,0.887154026
17,3.75354065,13937.6249,-1.0952233,-0.0590071455,-1.96775496,1.0952233,0.0649078601,433.991226,806.876454,0.887154026
17.5,3.7252607,14436.7109,-1.35068609,0.0653245795,-1.62545473,1.35068609,-0.0718570374,431.427782,844.476441,0.887154026
18,3.6981361,14930.191,-1.56179587,0.119538392,-1.25006492,1.56179587,-0.131492231,428.029732,799.589014,0.887154026
18.5,3.67207657,15418.1095,-1.63613345,0.0612154937,-0.849227397,1.63613345,-0.0673370431,425.3279,799.531894,0.887154026
19,3.64698557,15900.6122,-1.87162926,-0.0470217627,-0.431102053,1.87162926,0.0517239389,422.429957,715.989239,0.887154026
19.5,3.62276609,16377.7305,-2.16637118,-0.103265766,-0.00420071384,2.16637118,0.113592343,420.084163,763.458009,0.887154026
20,3.59935579,16849.4619,-2.26485278,-0.0614666827,0.42278614,2.26485278,0.067613351,417.701884,795.269596,0.887154026
20.5,3.57669975,17315.9314,-2.36148872,0.0321074756,0.841166287,2.36148872,-0.0353182232,415.211698,759.222556,0.887154026
21,3.55472722,17777.2672,-2.57383574,0.0886114372,1.24242271,2.57383574,-0.097472581,412.845858,786.490363,0.887154026
21.5,3.53338478,18233.536,-2.66117151,0.0602980317,1.618387,2.66117151,-0.0663278349,410.52228,758.291845,0.887154026
22,3.51263618,18684.8661,-2.64981324,-0.0200420093,1.96140559,2.64981324,0.0220462102,408.308918,761.416546,0.887154026
22.5,3.49243149,19131.4265,-2.76833448,-0.0755059765,2.26449562,2.76833448,0.0830565741,406.288162,701.358364,0.887154026
23,3.47272161,19573.3214,-2.90349381,-0.0581174883,2.52148705,2.90349381,0.0639292371,403.936527,714.134975,0.887154026
23.5,3.45347581,20010.6405,-2.9335614,0.010356714,2.72714827,2.9335614,-0.0113923854,401.944481,698.607534,0.887154026
24,3.43167163,20443.5062,-3.0507191,0.063845341,2.87729262,3.0507191,-0.0702298751,399.482431,745.225239,0.887154026
24.5,3.40992999,20872.0039,-3.28471712,0.0552364631,2.96886359,3.28471712,-0.0607601094,397.567515,763.539909,0.887154026
25,3.38863591,21296.1748,-3.44987025,-0.00265535086,2.99999706,3.44987025,0.00292088595,394.616279,704.223179,0.887154026
25.5,3.36776619,21716.0783,-3.60983067,-0.0535184659,2.97005924,3.60983067,0.0588703124,392.480162,791.330426,0.887154026
26,3.34729088,22131.7728,-3.88735844,-0.0518972277,2.87965958,3.88735844,0.0570869505,390.604225,789.652917,0.887154026
26.5,3.32718468,22543.2838,-4.13876393,-0.00339590548,2.73063835,4.13876393,0.00373549603,388.172793,734.543069,0.887154026
27,3.30743311,22950.6444,-4.30224029,0.0444149337,2.5260292,4.30224029,-0.0488564271,386.38956,715.219978,0.887154026
27.5,3.28801823,23353.9098,-4.52133135,0.0482876394,2.26999738,4.52133135,-0.0531164033,384.065239,867.643942,0.887154026
28,3.26891935,23753.1234,-4.76307375,0.00807929184,1.96775496,4.76307375,-0.00888722102,381.960146,817.070725,0.887154026
28.5,3.25012409,24148.324,-4.90509994,-0.0364234501,1.62545473,4.90509994,0.0400657952,379.970611,839.347041,0.887154026
29,3.23162122,24539.5705,-5.04364425,-0.0445482824,1.25006492,5.04364425,0.0490031107,378.187053,845.146905,0.887154026
29.5,3.21339394,24926.9212,-5.25136862,-0.0116324636,0.849227397,5.25136862,0.0127957099,376.081559,694.799955,0.887154026
30,3.19542903,25310.4204,-5.41642169,0.0294342982,0.431102053,5.41642169,-0.032377728,373.765577,730.620648,0.887154026
30.5,3.1777178,25690.1178,-5.54749201,0.0407821583,0.00420071384,5.54749201,-0.0448603741,372.173714,808.1144,0.887154026
31,3.16024783,26066.0659,-5.7599877,0.0142543061,-0.42278614,5.7599877,-0.0156797367,370.355181,756.952036,0.887154026
31.5,3.14300643,26438.3033,-5.99742692,-0.0233438756,-0.841166287,5.99742692,0.0256782632,368.350016,765.630196,0.887154026
32,3.12598616,26806.8631,-6.18815335,-0.0370648424,-1.24242271,6.18815335,0.0407713267,366.55062,780.1603,0.887154026
32.5,3.1091793,27171.7831,-6.42121413,-0.0161111656,-1.618387,6.42121413,0.0177222822,364.729667,773.144374,0.887154026
33,3.09257585,27533.095,-6.7091094,0.0180568007,-1.96140559,6.7091094,-0.0198624808,362.577434,779.449315,0.887154026
33.5,3.07616932,27890.8232,-6.95046859,0.0334515025,-2.26449562,6.95046859,-0.0367966528,361.411852,809.792277,0.887154026
34,3.05995548,28244.997,-7.17293944,0.0173423336,-2.52148705,7.17293944,-0.019076567,359.332307,691.968407,0.887154026
34.5,3.04392758,28595.6473,-7.44305183,-0.013485752,-2.72714827,7.44305183,0.0148343272,357.67637,721.151005,0.887154026
35,3.02807965,28942.8003,-7.68963491,-0.0299810002,-2.87729262,7.68963491,0.0329791003,356.231529,741.366572,0.887154026
35.5,3.01240864,29286.4839,-7.88246452,-0.0180641832,-2.96886359,7.88246452,0.0198706016,354.369475,806.566641,0.887154026
36,2.99691014,29626.7304,-8.10376256,0.00955101223,-2.99999706,8.10376256,-0.0105061134,352.845755,832.656266,0.887154026
