time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
0,0.10302669,150,24.0784198,6.32125717,-2.97632556,-20,-6.95338289,41.8768494,642.926419,0.943289572
0.5,0.248062807,179.494288,9.48992514,4.56627245,-2.89249963,-9.48992514,-5.02289969,58.2653669,761.011635,0.943289572
1,0.398419923,233.831675,0.556795411,1.36995816,-2.74979075,-0.556795411,-1.50695398,75.0369486,732.224409,0.943289572
1.5,0.554371034,313.847861,-0.961817014,-0.986710014,-2.55110405,0.961817014,1.08538102,92.1760283,721.146735,0.943289572
2,0.716170107,420.381975,-1.37111253,-1.54742406,-2.30048424,1.37111253,1.70216646,110.198214,690.667635,0.943289572
2.5,0.883446417,554.22539,-3.43591803,-0.705219202,-2.0030332,3.43591803,0.775741122,128.570758,751.416709,0.943289572
3,1.05365822,715.747506,-3.62065709,0.405917022,-1.66480619,3.62065709,-0.446508725,147.304653,735.29681,0.943289572
3.5,1.22732404,904.957164,-2.17216773,0.8519432,-1.29268852,2.17216773,-0.93713752,166.674781,672.236308,0.943289572
4,1.41206753,1122.77782,-1.8629762,0.475755127,-0.894255436,1.8629762,-0.523330639,187.154835,740.880214,0.943289572
4.5,1.60898451,1370.85679,-1.74341503,-0.189498112,-0.477617893,1.74341503,0.208447923,208.779921,710.390559,0.943289572
5,1.81591825,1650.50519,-0.719318468,-0.523782901,-0.0512574275,0.719318468,0.576161191,232.393765,717.135141,0.943289572
5.5,2.03330181,1963.19006,-0.327040776,-0.338373325,0.376146492,0.327040776,0.372210657,256.330515,699.105096,0.943289572
6,2.26232226,2310.37172,-0.722650567,0.0829318149,0.795893153,0.722650567,-0.0912249964,281.387265,678.057262,0.943289572
6.5,2.50447582,2693.22177,-0.654369171,0.331819642,1.19943772,0.654369171,-0.365001606,308.179053,695.2023,0.943289572
7,2.76159712,3113.25966,-0.520407068,0.242643453,1.5785652,0.520407068,-0.266907799,336.507881,806.336631,0.943289572
7.5,3.03585226,3572.24163,-0.879722507,-0.0277858812,1.92555765,0.879722507,0.0305644693,367.273291,718.800284,0.943289572
8,3.32987772,4071.52907,-0.995887536,-0.208556807,2.23335129,0.995887536,0.229412488,399.877352,707.323958,0.943289572
8.5,3.64701127,4612.84447,-0.754823568,-0.170107534,2.49568034,0.754823568,0.187118287,435.095334,718.546445,0.943289572
9,3.99134713,5198.84673,-0.738084454,0.000483482901,2.70720454,0.738084454,-0.000531831191,473.265122,677.933792,0.943289572
9.5,4.35651375,5831.78576,-0.765098319,0.126756538,2.86361785,0.765098319,-0.139432192,513.413688,746.096386,0.943289572
10,4.32837246,6481.96606,-0.607585431,0.126242972,2.96173617,0.607585431,-0.138867269,510.21386,685.335606,0.943289572
10.5,4.30174079,7119.86997,-0.524345594,0.0130965614,2.99956208,0.524345594,-0.0144062176,507.303349,704.587285,0.943289572
11,4.2788921,7746.63882,-0.63056675,-0.0997561771,2.97632556,0.63056675,0.109731795,504.936472,674.060581,0.943289572
11.5,4.25948083,8362.81087,-0.611532072,-0.111559646,2.89249963,0.611532072,0.12271561,502.891198,723.765135,0.943289572
12,4.24323992,8969.14348,-0.504834003,-0.022379502,2.74979075,0.504834003,0.0246174522,500.910217,727.149629,0.943289572
12.5,4.22991283,9566.50808,-0.592915787,0.0775429416,2.55110405,0.592915787,-0.0852972357,499.052499,746.684337,0.943289572
13,4.21925206,10155.2955,-0.72008991,0.0977582424,2.30048424,0.72008991,-0.107534067,498.30058,742.81449,0.943289572
13.5,4.21105989,10735.7698,-0.709925743,0.0284062442,2.0030332,0.709925743,-0.0312468686,497.464459,800.632076,0.943289572
14,4.1869763,11308.4041,-0.788346021,-0.0592961367,1.66480619,0.788346021,0.0652257504,494.933971,783.128229,0.943289572
14.5,4.14768805,11873.5211,-1.00155972,-0.0849940548,1.29268852,1.00155972,0.0934934603,490.425478,715.775313,0.943289572
15,4.11074487,12431.2426,-1.10804492,-0.0319623284,0.894255436,1.10804492,0.0351585612,486.363008,675.370538,0.943289572
15.5,4.07590865,12981.8256,-1.16459269,0.0443905733,0.477617893,1.16459269,-0.0488296307,482.273508,703.252308,0.943289572
16,4.04295031,13525.5768,-1.34096773,0.0733466386,0.0512574275,1.34096773,-0.0806813025,478.979368,736.25089,0.943289572
16.5,4.01167095,14062.6471,-1.48409276,0.0336727562,-0.376146492,1.48409276,-0.0370400318,475.565054,781.46539,0.943289572
17,3.98191616,14593.217,-1.50312157,-0.0323056101,-0.795893153,1.50312157,0.0355361711,472.101682,647.264746,0.943289572
17.5,3.9535389,15117.583,-1.57746469,-0.0628627636,-1.19943772,1.57746469,0.06914904,468.784815,731.624255,0.943289572
18,3.92639664,15635.9749,-1.7045311,-0.0340377942,-1.5785652,1.7045311,0.0374415736,465.658304,725.960487,0.943289572
18.5,3.90037683,16148.5624,-1.73464042,0.0225799973,-1.92555765,1.73464042,-0.024837997,463.096979,652.12246,0.943289572
19,3.8753816,16655.5783,-1.76169932,0.0535172667,-2.23335129,1.76169932,-0.0588689933,459.898829,657.93311,0.943289572
19.5,3.85131001,17157.2405,-1.89256692,0.0334394166,-2.49568034,1.89256692,-0.0367833582,457.564705,787.990308,0.943289572
20,3.82807578,17653.6793,-2.00514305,-0.0148102249,-2.70720454,2.00514305,0.0162912474,454.787419,719.55619,0.943289572
20.5,3.80561097,18145.0244,-2.0769528,-0.0452466272,-2.86361785,2.0769528,0.0497712899,452.68794,677.207572,0.943289572
21,3.78384753,18631.419,-2.23653388,-0.032169342,-2.96173617,2.23653388,0.0353862762,450.020625,717.080817,0.943289572
21.5,3.76272083,19112.9494,-2.43805449,0.00865522318,-2.99956208,2.43805449,-0.0095207455,447.723695,676.040497,0.943289572
22,3.74218188,19589.676,-2.58072798,0.0379740798,-2.97632556,2.58072798,-0.0417714878,445.474528,720.758492,0.943289572
22.5,3.72218674,20061.6847,-2.74553548,0.0304518904,-2.89249963,2.74553548,-0.0334970794,443.292505,814.452835,0.943289572
23,3.69874315,20529.0509,-2.96830549,-0.00382855192,-2.74979075,2.96830549,0.00421140711,440.608766,711.973986,0.943289572
23.5,3.67584634,20991.8284,-3.14290394,-0.0316162528,-2.55110405,3.14290394,0.0347778781,438.010177,737.464845,0.943289572
24,3.6534744,21450.09,-3.27998312,-0.0284569049,-2.30048424,3.27998312,0.0313025954,435.706362,675.587407,0.943289572
24.5,3.63159071,21903.9211,-3.4640266,8.96071386e-05,-2.0030332,3.4640266,-9.85678525e-05,433.456655,754.740022,0.943289572
25,3.61016124,22353.3899,-3.64018503,0.026085442,-1.66480619,3.64018503,-0.0286939862,430.634298,750.380127,0.943289572
25.5,3.58916009,22798.5654,-3.76344079,0.0263098282,-1.29268852,3.76344079,-0.028940811,428.357193,690.280516,0.943289572
26,3.56856137,23239.5295,-3.91526302,0.00276232449,-0.894255436,3.91526302,-0.00303855694,426.113749,770.294064,0.943289572
26.5,3.54833785,23676.3532,-4.10510344,-0.0212947,-0.477617893,4.10510344,0.02342417,423.698876,668.998633,0.943289572
27,3.52846786,24109.0951,-4.26422501,-0.0241020136,-0.0512574275,4.26422501,0.026512215,421.904124,703.9371,0.943289572
27.5,3.50893287,24537.818,-4.42865355,-0.00489350351,0.376146492,4.42865355,0.00538285386,419.677778,662.13297,0.943289572
28,3.48971246,24962.581,-4.64839885,0.0171616536,0.795893153,4.64839885,-0.018877819,417.871669,650.605176,0.943289572
28.5,3.47078877,25383.4295,-4.865951,0.0218995284,1.19943772,4.865951,-0.0240894813,415.15438,773.12957,0.943289572
29,3.45214835,25800.4078,-5.06271222,0.0064412295,1.5785652,5.06271222,-0.00708535245,413.066028,774.857591,0.943289572
29.5,3.43377717,26213.5626,-5.29518343,-0.013610438,1.92555765,5.29518343,0.0149714818,411.343274,756.712473,0.943289572
30,3.41566127,26622.9338,-5.54285529,-0.0197495589,2.23335129,5.54285529,0.0217245148,409.344053,885.1167,0.943289572
30.5,3.39779028,27028.5581,-5.75577897,-0.00751879216,2.49568034,5.75577897,0.00827067138,407.236013,750.158171,0.943289572
31,3.3801548,27430.4768,-5.97136944,0.0105718608,2.70720454,5.97136944,-0.0116290468,405.403252,681.734116,0.943289572
31.5,3.36274419,27828.7304,-6.21090273,0.0176846419,2.86361785,6.21090273,-0.0194531061,403.467432,731.376654,0.943289572
32,3.34554959,28223.3554,-6.42661579,0.00821945899,2.96173617,6.42661579,-0.00904140489,401.254544,690.383192,0.943289572
32.5,3.32856399,28614.3904,-6.62494738,-0.0079832365,2.99956208,6.62494738,0.00878156015,399.635176,714.624103,0.943289572
33,3.31177927,29001.8752,-6.85044706,-0.0157260338,2.97632556,6.85044706,0.0172986372,397.695837,700.121645,0.943289572
33.5,3.29518755,29385.8454,-7.07936284,-0.00861979442,2.89249963,7.07936284,0.00948177386,395.970221,726.841928,0.943289572
34,3.27878282,29766.335,-7.28901093,0.00578830697,2.74979075,7.28901093,-0.00636713767,394.233615,770.385604,0.943289572
34.5,3.26255905,30143.379,-7.5186707,0.0138866505,2.55110405,7.5186707,-0.0152753156,392.482222,707.106156,0.943289572
35,3.24650958,30517.0092,-7.77242149,0.00878257349,2.30048424,7.77242149,-0.00966083084,390.27647,657.338739,0.943289572
35.5,3.23062921,30887.2542,-8.01305128,-0.00393699942,2.0030332,8.01305128,0.00433069936,388.900687,732.393695,0.943289572
36,3.21491353,31254.1431,-8.25521361,-0.0121733639,1.66480619,8.25521361,0.0133907003,386.807235,756.286923,0.943289572
36.5,3.19935758,31617.7036,-8.52250656,-0.00875924495,1.29268852,8.52250656,0.00963516945,385.057643,778.176775,0.943289572
37,3.18395691,31977.9612,-8.78422241,0.00238495086,0.894255436,8.78422241,-0.00262344595,383.445973,739.15004,0.943289572
37.5,3.16657574,32334.9409,-9.02944082,0.0105886117,0.477617893,9.02944082,-0.0116474729,381.552161,780.191478,0.943289572
38,3.14717172,32688.6694,-9.28801368,0.00859189936,0.0512574275,9.28801368,-0.0094510893,379.657922,735.008449,0.943289572
38.5,3.12802435,33039.1724,-9.55110089,-0.00109295889,-0.376146492,9.55110089,0.00120225478,377.182939,747.016894,0.943289572
39,3.10912749,33386.4749,-9.7940626,-0.00913153175,-0.795893153,9.7940626,0.0100446849,375.374219,728.280449,0.943289572
39.5,3.09047534,33730.6018,-10.038366,-0.00831483912,-1.19943772,10.038366,0.00914632303,373.130854,754.89689,0.943289572
40,3.07206177,34071.5773,-10.2975872,2.64856506e-05,-1.5785652,10.2975872,-2.91342157e-05,371.081585,690.731409,0.943289572
40.5,3.05388126,34409.4239,-10.5476052,0.00779895343,-1.92555765,10.5476052,-0.00857884877,369.372172,756.212448,0.943289572
41,3.03592889,34744.1636,-10.7920156,0.00795599527,-2.23335129,10.7920156,-0.0087515948,367.307366,758.667999,0.943289572
41.5,3.01819953,35075.8177,-11.0547233,0.0008448092,-2.49568034,11.0547233,-0.00092929012,365.106238,718.456837,0.943289572
42,3.00068826,35404.406,-11.3220372,-0.00658615742,-2.70720454,11.3220372,0.00724477316,363.51152,756.068942,0.943289572
