time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
0,0.10302669,150,-21.0291595,20.0383815,-1.83884587,20,-20,41.7885207,797.992512,0.985303666
0.5,0.231889192,177.953228,-19.2965512,5.23958086,-1.48279049,19.2965512,-5.76353895,55.9046298,850.936279,0.985303666
1,0.36533951,227.580427,-12.0754686,-2.33564928,-1.09654977,12.0754686,2.56921421,70.4516992,776.130492,0.985303666
1.5,0.503838042,299.444615,-1.57971415,-4.16167166,-0.687986456,1.57971415,4.57783883,85.0617254,780.888525,0.985303666
2,0.64753448,394.357125,0.333272832,-2.10172811,-0.265417725,-0.333272832,2.31190092,101.052981,861.428875,0.985303666
2.5,0.796401801,513.130944,0.317426225,0.794459114,0.162554145,-0.317426225,-0.873905025,117.00013,813.387471,0.985303666
3,0.949150928,656.478998,3.41023497,2.09182161,0.587216881,-3.41023497,-2.30100377,133.760646,811.187444,0.985303666
3.5,1.10312027,825.070418,3.6935101,1.31695385,0.999925575,-3.6935101,-1.44864923,150.673506,736.346738,0.985303666
4,1.26164221,1019.33774,0.926102274,-0.323455904,1.39227867,-0.926102274,0.355801495,168.102,738.764412,0.985303666
4.5,1.43164957,1240.17268,0.134878276,-1.26862804,1.75628898,-0.134878276,1.39549085,186.20212,704.735393,0.985303666
5,1.61279608,1489.12442,-0.0716670778,-0.920864823,2.08454632,0.0716670778,1.01295131,206.021819,755.195822,0.985303666
5.5,1.80305702,1767.37658,-1.94197381,0.108305214,2.3703683,1.94197381,-0.119135735,227.148271,807.782206,0.985303666
6,2.00271789,2075.16184,-2.72318977,0.799684003,2.60793642,2.72318977,-0.879652403,248.777434,760.085171,0.985303666
6.5,2.21309968,2412.7573,-1.85475253,0.657617701,2.79241448,1.85475253,-0.723379472,271.685125,725.425034,0.985303666
7,2.43562968,2781.37644,-1.73689754,-0.00361271299,2.92004703,1.73689754,0.00397398429,296.029867,836.405106,0.985303666
7.5,2.67178269,3182.00475,-1.79098385,-0.508102029,2.98823584,1.79098385,0.558912232,321.239445,743.168512,0.985303666
8,2.92365939,3615.63254,-0.84305533,-0.467833699,2.99559279,0.84305533,0.514617069,349.23888,817.210541,0.985303666
8.5,3.19371678,4084.9876,-0.278542192,-0.04378515,2.94196811,0.278542192,0.048163665,378.37382,713.953438,0.985303666
9,3.48481934,4593.08279,-0.478123264,0.316030002,2.82845344,0.478123264,-0.347633002,410.310277,807.818724,0.985303666
9.5,3.80011454,5141.95713,-0.30094755,0.323625288,2.65735961,0.30094755,-0.355987817,444.68652,754.445198,0.985303666
10,3.76308845,5706.89105,-0.0276955069,0.0647792383,2.43216961,0.0276955069,-0.0712571621,440.795587,788.681683,0.985303666
10.5,3.72732566,6261.60254,-0.327782218,-0.230070984,2.15746765,0.327782218,0.253078082,437.031436,718.024476,0.985303666
11,3.69487328,6806.02557,-0.624006159,-0.292027024,1.83884587,0.624006159,0.321229726,433.038456,822.561135,0.985303666
11.5,3.66543242,7340.06774,-0.507015164,-0.0850581985,1.48279049,0.507015164,0.0935640183,430.157817,696.907089,0.985303666
12,3.63874739,7864.5046,-0.668306695,0.18129464,1.09654977,0.668306695,-0.199424104,427.201851,783.036661,0.985303666
12.5,3.6145162,8379.51885,-1.10430254,0.261588293,0.687986456,1.10430254,-0.287747122,424.742277,774.73351,0.985303666
13,3.59251445,8884.77299,-1.1169512,0.0988172714,0.265417725,1.1169512,-0.108698999,422.215758,833.486827,0.985303666
13.5,3.57261668,9380.70304,-1.00112571,-0.139963,-0.162554145,1.00112571,0.1539593,420.046752,778.087915,0.985303666
14,3.55462395,9867.96655,-1.22832553,-0.232765239,-0.587216881,1.22832553,0.256041763,418.0666,761.665574,0.985303666
14.5,3.53835418,10346.6659,-1.28043337,-0.10748692,-0.999925575,1.28043337,0.118235612,416.150274,786.888965,0.985303666
15,3.52372769,10817.1614,-0.986383553,0.105139802,-1.39227867,0.986383553,-0.115653782,414.606133,791.62741,0.985303666
15.5,3.49693103,11280.2864,-0.944186287,0.205805252,-1.75628898,0.944186287,-0.226385777,411.536846,752.234048,0.985303666
16,3.46143597,11736.5164,-1.06471958,0.112158438,-2.08454632,1.06471958,-0.123374282,407.805907,855.238304,0.985303666
16.5,3.42770913,12186.0936,-0.892126819,-0.0758744785,-2.3703683,0.892126819,0.0834619264,404.292401,759.434728,0.985303666
17,3.39558958,12629.5486,-0.788138209,-0.180666093,-2.60793642,0.788138209,0.198732702,400.578032,928.742838,0.985303666
17.5,3.3649022,13067.281,-1.03199768,-0.113637012,-2.79241448,1.03199768,0.125000713,397.490325,829.770524,0.985303666
18,3.33551306,13499.3021,-1.16802822,0.0513835302,-2.92004703,1.16802822,-0.0565218833,393.981282,761.470415,0.985303666
