time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
0,0.10302669,150,-19.4345405,-2.25838267,-2.36555101,19.4345405,2.48422093,44.5893173,718.088254,0.977041999
0.5,0.255886422,180.14375,-5.45027869,2.02348778,-2.60404952,5.45027869,-2.22583655,62.3456435,782.409018,0.977041999
1,0.414213973,236.365731,-1.05479946,1.8721243,-2.78953709,1.05479946,-2.05933674,80.9791765,781.947122,0.977041999
1.5,0.578233525,319.516613,-1.19382392,0.524078101,-2.91823773,1.19382392,-0.576485911,100.609393,704.901481,0.977041999
2,0.748116644,430.444519,-0.443279292,-0.593185306,-2.98753146,0.443279292,0.652503837,120.440402,742.840859,0.977041999
2.5,0.922927724,569.968122,0.65419655,-0.821874145,-2.99600768,-0.65419655,0.904061559,140.294837,745.961911,0.977041999
3,1.09929999,738.545617,-0.0277781222,-0.326376708,-2.94349381,0.0277781222,0.359014379,161.476637,737.623176,0.977041999
3.5,1.28034632,936.293657,-0.904558121,0.280565063,-2.8310589,0.904558121,-0.308621569,182.712687,785.129579,0.977041999
4,1.47420473,1164.37853,-0.890986559,0.485261563,-2.66099179,0.890986559,-0.533787719,204.943744,768.755582,0.977041999
4.5,1.67940585,1424.52042,-1.26439729,0.235385429,-2.43675457,1.26439729,-0.258923972,229.200295,721.769535,0.977041999
5,1.89412388,1717.79951,-1.91053692,-0.143014746,-2.16291204,1.91053692,0.157316221,254.481939,858.564355,0.977041999
5.5,2.11915377,2044.94278,-1.78851392,-0.306293402,-1.84503887,1.78851392,0.336922742,280.930117,802.433176,0.977041999
6,2.35583279,2406.91421,-1.45990413,-0.173817186,-1.48960603,1.45990413,0.191198905,308.212016,802.598176,0.977041999
6.5,2.60564861,2804.9213,-1.46733782,0.0711963728,-1.1038491,1.46733782,-0.0783160101,337.505037,686.867628,0.977041999
7,2.87041285,3240.11749,-1.23424377,0.19684252,-0.695620988,1.23424377,-0.216526772,368.737937,790.253171,0.977041999
7.5,3.15240094,3714.07279,-0.795088852,0.127150672,-0.273232039,0.795088852,-0.139865739,401.797006,765.626765,0.977041999
8,3.45429635,4229.00568,-0.679177056,-0.0316694048,0.154719126,0.679177056,0.0348363453,437.095897,712.147384,0.977041999
8.5,3.77937987,4787.14177,-0.655321939,-0.124386371,0.579520657,0.655321939,0.136825008,475.649766,721.793222,0.977041999
9,4.13179472,5390.91299,-0.479126187,-0.0898118471,0.992524817,0.479126187,0.0987930318,516.537126,701.278128,0.977041999
9.5,4.51253458,6043.46458,-0.439572673,0.0104777876,1.38532404,0.439572673,-0.0115255664,561.227437,762.329304,0.977041999
10,4.47780624,6714.65291,-0.552496044,0.0832419809,1.74992205,0.552496044,-0.091566179,557.240262,730.133274,0.977041999
10.5,4.44535061,7372.46587,-0.583931319,0.0738442939,2.0788967,0.583931319,-0.0812287232,553.37256,710.940408,0.977041999
11,4.41752959,8017.81047,-0.588693625,-0.000478780773,2.36555101,0.588693625,0.00052665885,550.295132,701.345415,0.977041999
11.5,4.39389327,8651.56355,-0.730110867,-0.0664383608,2.60404952,0.730110867,0.0730821969,546.736454,725.145893,0.977041999
12,4.37403492,9274.19047,-0.850541352,-0.0660393333,2.78953709,0.850541352,0.0726432667,544.671074,667.045339,0.977041999
12.5,4.35763247,9886.15561,-0.854364653,-0.00665736116,2.91823773,0.854364653,0.00732309728,542.788027,819.787552,0.977041999
13,4.34440298,10488.1304,-0.917155631,0.0524634863,2.98753146,0.917155631,-0.057709835,541.662934,711.88237,0.977041999
13.5,4.3300841,11080.6279,-1.03503554,0.0585160063,2.99600768,1.03503554,-0.0643676069,539.581818,755.346922,0.977041999
14,4.28471166,11664.0416,-1.05263633,0.0115863352,2.94349381,1.05263633,-0.0127449687,534.355449,758.34542,0.977041999
14.5,4.24241282,12238.9519,-1.054393,-0.0408989281,2.8310589,1.054393,0.0449888209,529.598794,700.116585,0.977041999
15,4.20282476,12805.9174,-1.1518761,-0.0514137434,2.66099179,1.1518761,0.0565551177,524.61131,765.123919,0.977041999
15.5,4.16563956,13365.3072,-1.22581747,-0.0148176957,2.43675457,1.22581747,0.0162994653,520.517988,764.973942,0.977041999
16,4.13060548,13917.479,-1.24410825,0.0313665058,2.16291204,1.24410825,-0.0345031564,516.271643,690.078441,0.977041999
