time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
0,0.10302669,150,5.32596987,8.3816926,-2.96285346,-5.32596987,-9.21986186,46.0153902,750.687976,0.861117786
0.5,0.230169173,178.023156,-3.29755008,5.10887267,-2.99967454,3.29755008,-5.61975993,61.9506452,763.036492,0.861117786
1,0.361859582,227.769835,-7.26609253,1.04483738,-2.9754309,7.26609253,-1.14932112,77.7840734,843.183834,0.861117786
1.5,0.498364269,299.887728,-4.08391345,-1.53990829,-2.89061607,4.08391345,1.69389912,94.4770532,767.104492,0.861117786
2,0.639992571,395.085317,-2.03204874,-1.83732858,-2.74695663,2.03204874,2.02106144,111.24499,747.011811,0.861117786
2.5,0.786838645,514.109059,-2.49296053,-0.607906885,-2.54737708,2.49296053,0.668697573,129.494321,803.112676,0.861117786
3,0.938001636,657.57278,-1.09035416,0.68976275,-2.29594027,1.09035416,-0.758739026,147.42464,799.62366,0.861117786
3.5,1.09128299,825.898051,0.744720406,1.04162533,-1.99776474,-0.744720406,-1.14578787,166.06732,754.445611,0.861117786
4,1.24891115,1019.52473,0.346860563,0.444859572,-1.65892048,-0.346860563,-0.48934553,185.620747,810.090073,0.861117786
4.5,1.41723719,1239.53054,-0.16781537,-0.364021019,-1.28630539,0.16781537,0.40042312,206.029829,819.678882,0.861117786
5,1.59658815,1487.49986,0.209809629,-0.665651608,-0.887504826,-0.209809629,0.732216769,227.481301,744.958313,0.861117786
5.5,1.78518583,1764.86737,-0.334147257,-0.338423533,-0.470637224,0.334147257,0.372265886,250.730846,781.128724,0.861117786
6,1.98339386,2072.63355,-1.31148507,0.193040061,-0.0441888053,1.31148507,-0.212344067,274.845592,720.367562,0.861117786
6.5,2.19231643,2411.54661,-1.29420077,0.437083509,0.38315917,1.29420077,-0.48079186,300.299736,770.82846,0.861117786
7,2.41336056,2782.71013,-1.166418,0.2570218,0.80270713,1.166418,-0.282723981,326.942143,813.170879,0.861117786
7.5,2.64810635,3187.40301,-1.46052881,-0.0970114057,1.20591429,1.46052881,0.106712546,355.232346,825.887874,0.861117786
8,2.89850361,3626.69963,-1.25537359,-0.286630805,1.58457251,1.25537359,0.315293886,385.556704,755.433618,0.861117786
8.5,3.16701974,4102.27815,-0.743613878,-0.19068832,1.9309734,0.743613878,0.209757152,418.142604,803.913629,0.861117786
9,3.45655072,4616.65116,-0.660840467,0.0422901122,2.23806524,0.660840467,-0.0465191234,453.588328,766.413313,0.861117786
9.5,3.77067992,5172.25156,-0.598995752,0.182964096,2.49959653,0.598995752,-0.201260505,491.652978,785.351595,0.861117786
10,3.74020955,5744.1523,-0.339100381,0.149495171,2.71024324,0.339100381,-0.164444688,487.922716,754.907308,0.861117786
10.5,3.71052512,6305.93073,-0.29157986,-0.0154722768,2.86571722,0.29157986,0.0170195045,484.349521,857.754499,0.861117786
11,3.68373528,6858.36139,-0.476248511,-0.151706845,2.96285346,0.476248511,0.16687753,481.047118,768.62894,0.861117786
11.5,3.65958037,7401.67265,-0.461303302,-0.139108693,2.99967454,0.461303302,0.153019562,478.398984,727.491047,0.861117786
12,3.63785237,7936.39651,-0.417933909,-0.00224738052,2.9754309,0.417933909,0.00247211857,475.346579,767.895314,0.861117786
12.5,3.61834041,8463.05981,-0.649778373,0.124603482,2.89061607,0.649778373,-0.13706383,473.050881,826.016868,0.861117786
13,3.6008437,8981.71537,-0.829372873,0.128006525,2.74695663,0.829372873,-0.140807178,471.146401,712.587777,0.861117786
13.5,3.58521545,9492.47806,-0.806402177,0.0156407695,2.54737708,0.806402177,-0.0172048465,469.17639,727.629756,0.861117786
14,3.57131712,9995.73709,-0.925971427,-0.101175079,2.29594027,0.925971427,0.111292587,467.581299,772.716259,0.861117786
14.5,3.5589972,10491.6833,-1.12876612,-0.116693541,1.99776474,1.12876612,0.128362896,466.207382,789.075965,0.861117786
15,3.54814572,10980.3986,-1.10374606,-0.0255242054,1.65892048,1.10374606,0.0280766259,464.638378,817.814015,0.861117786
15.5,3.51524066,11462.2364,-1.05075346,0.0810517418,1.28630539,1.05075346,-0.089156916,460.526742,811.855818,0.861117786
16,3.48200838,11937.5996,-1.161786,0.105509991,0.887504826,1.161786,-0.11606099,456.738322,851.206213,0.861117786
16.5,3.45032993,12406.7062,-1.17227322,0.0325757044,0.470637224,1.17227322,-0.0358332748,452.75812,801.821601,0.861117786
17,3.42007142,12869.8471,-1.05945252,-0.0638269969,0.0441888053,1.05945252,0.0702096966,448.920381,701.959596,0.861117786
17.5,3.39109399,13327.3957,-1.10471902,-0.094647402,-0.38315917,1.10471902,0.104112142,445.485694,787.054816,0.861117786
18,3.3632697,13779.5627,-1.21531566,-0.0373465728,-0.80270713,1.21531566,0.0410812301,442.309335,883.366103,0.861117786
18.5,3.33650171,14226.4845,-1.2018775,0.0491531056,-1.20591429,1.2018775,-0.0540684161,438.677268,826.49495,0.861117786
19,3.31070042,14668.367,-1.26083552,0.0842666716,-1.58457251,1.26083552,-0.0926933387,435.468029,749.278005,0.861117786
