time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
0,0.10302669,150,-1.08978755,11.0829021,0.138456759,1.08978755,-12.1911923,50.305492,602.376389,1.01217664
0.5,0.241478186,178.994204,0.269534552,4.14280231,0.563537039,-0.269534552,-4.55708255,68.6956761,627.192969,1.01217664
1,0.384795926,231.683006,-4.13976397,-0.239786815,0.977145329,4.13976397,0.263765497,88.0558256,632.57993,1.01217664
1.5,0.533173431,308.781888,-5.75706636,-2.03622224,1.37086176,5.75706636,2.23984447,106.89107,639.308899,1.01217664
2,0.686883651,410.970749,-2.9125673,-1.5235488,1.7366714,2.9125673,1.67590368,127.866593,661.758476,1.01217664
2.5,0.845770169,538.99949,-1.70869614,-0.03768291,2.06712741,1.70869614,0.041451201,148.765722,634.368422,1.01217664
3,1.00756589,693.413733,-2.00697851,0.976995397,2.35550268,2.00697851,-1.07469494,170.223323,695.347222,1.01217664
3.5,1.17070851,874.231906,-0.647959755,0.900013914,2.5959267,0.647959755,-0.990015305,191.545586,615.897153,1.01217664
4,1.34189297,1082.03542,0.475146614,0.107942463,2.78350514,-0.475146614,-0.11873671,214.52376,672.067058,1.01217664
4.5,1.52547403,1318.59394,-0.20069831,-0.562738385,2.91441944,0.20069831,0.619012224,238.775734,669.058894,1.01217664
5,1.71888247,1585.38623,-0.547242116,-0.594662183,2.98600457,0.547242116,0.654128401,264.38486,675.718886,1.01217664
5.5,1.92140882,1883.47911,-0.299549756,-0.12399724,2.99680325,0.299549756,0.136396965,290.785726,692.5243,1.01217664
6,2.13396153,2214.04643,-0.893799958,0.335708774,2.94659566,0.893799958,-0.369279651,319.608907,695.222438,1.01217664
6.5,2.35771421,2577.97663,-1.5138001,0.404370701,2.83640389,1.5138001,-0.444807771,349.400656,699.275025,1.01217664
7,2.59417592,2976.04133,-1.28144694,0.117707244,2.6684711,1.28144694,-0.129477968,380.067865,598.884116,1.01217664
7.5,2.84518612,3409.55419,-1.15853067,-0.199833261,2.44621595,1.15853067,0.219816587,413.35212,600.659439,1.01217664
8,3.11282461,3879.96102,-1.30464708,-0.274159105,2.17416289,1.30464708,0.301575016,449.197666,698.9959,1.01217664
8.5,3.39972582,4388.60982,-0.99150624,-0.100739118,1.85785014,0.99150624,0.11081303,486.985324,636.819528,1.01217664
9,3.70918997,4937.75668,-0.601460966,0.114753798,1.50371692,0.601460966,-0.126229177,527.973614,655.839105,1.01217664
9.5,4.04517685,5530.42376,-0.588513101,0.180679498,1.11897236,0.588513101,-0.198747447,572.416232,742.557176,1.01217664
10,4.00824615,6139.65089,-0.558943333,0.0873459321,0.711448755,0.558943333,-0.0960805253,567.686202,728.153365,1.01217664
10.5,3.97296811,6736.59089,-0.361750132,-0.0755133424,0.289442102,0.361750132,0.0830646766,562.979944,662.272495,1.01217664
11,3.94155152,7322.58008,-0.396761681,-0.155157777,-0.138456759,0.396761681,0.170673555,558.818028,656.340576,1.01217664
11.5,3.91360885,7898.31502,-0.578875216,-0.0878523434,-0.563537039,0.578875216,0.0966375777,555.20284,675.77323,1.01217664
12,3.88882196,8464.11011,-0.561852562,0.0521867568,-0.977145329,0.561852562,-0.0574054325,551.477645,757.985442,1.01217664
12.5,3.86693031,9020.58844,-0.579655566,0.132324538,-1.37086176,0.579655566,-0.145556992,549.02282,651.21026,1.01217664
13,3.84766679,9568.25758,-0.824442189,0.0860321099,-1.7366714,0.824442189,-0.0946353209,546.288601,712.332904,1.01217664
13.5,3.83079111,10107.2222,-0.965152144,-0.0334637362,-2.06712741,0.965152144,0.0368101098,543.733542,604.674572,1.01217664
14,3.81613022,10637.7258,-0.958327101,-0.111998372,-2.35550268,0.958327101,0.12319821,541.84628,662.954055,1.01217664
14.5,3.79548777,11160.2062,-1.10248297,-0.0825980871,-2.5959267,1.10248297,0.0908578958,539.489878,660.718647,1.01217664
15,3.7555941,11674.9067,-1.27258496,0.0185904391,-2.78350514,1.27258496,-0.0204494831,534.030707,668.987518,1.01217664
15.5,3.71797827,12182.061,-1.24328423,0.0940476503,-2.91441944,1.24328423,-0.103452415,528.74293,645.752717,1.01217664
16,3.68241702,12682.1142,-1.23794006,0.078074776,-2.98600457,1.23794006,-0.0858822536,524.255918,724.98196,1.01217664
16.5,3.64868463,13175.4569,-1.35853102,-0.00690419546,-2.99680325,1.35853102,0.00759461501,520.025751,659.31404,1.01217664
17,3.61660037,13662.3258,-1.36409468,-0.078273276,-2.94659566,1.36409468,0.0861006036,515.604102,658.84815,1.01217664
17.5,3.58601826,14143.0369,-1.30342194,-0.0728612749,-2.83640389,1.30342194,0.0801474024,511.507569,666.598531,1.01217664
18,3.55678634,14617.9325,-1.39853903,-0.00214899193,-2.6684711,1.39853903,0.00236389113,507.480773,642.371786,1.01217664
18.5,3.52876878,15087.2035,-1.5167935,0.0644941179,-2.44621595,1.5167935,-0.0709435297,504.271676,668.410951,1.01217664
19,3.5018632,15551.0016,-1.53921054,0.0672687192,-2.17416289,1.53921054,-0.0739955912,500.764345,651.883482,1.01217664
19.5,3.47597162,16009.5258,-1.65648738,0.00903803993,-1.85785014,1.65648738,-0.00994184392,497.109931,663.031414,1.01217664
20,3.45099536,16462.8997,-1.87933262,-0.0525251909,-1.50371692,1.87933262,0.05777771,493.612268,614.671077,1.01217664
20.5,3.42685904,16911.1753,-2.01590376,-0.0615339175,-1.11897236,2.01590376,0.0676873093,490.92535,696.313816,1.01217664
21,3.40350132,17354.448,-2.13576951,-0.0141599267,-0.711448755,2.13576951,0.0155759193,487.269882,637.832405,1.01217664
21.5,3.3808544,17792.8183,-2.35728307,0.0421874769,-0.289442102,2.35728307,-0.0464062246,484.291127,666.72803,1.01217664
22,3.35886012,18226.3368,-2.5337495,0.0558342657,0.138456759,2.5337495,-0.0614176922,481.572757,645.746634,1.01217664
22.5,3.33747783,18655.0744,-2.61397531,0.017850123,0.563537039,2.61397531,-0.0196351353,478.786687,625.70901,1.01217664
23,3.31666307,19079.1419,-2.74880547,-0.0333046638,0.977145329,2.74880547,0.0366351302,476.16575,660.591069,1.01217664
23.5,3.29636921,19498.6263,-2.90553072,-0.050292187,1.37086176,2.90553072,0.0553214057,472.856819,667.638766,1.01217664
24,3.27656318,19913.604,-2.96844428,-0.0203880543,1.7366714,2.96844428,0.0224268597,470.791307,577.097701,1.01217664
24.5,3.25526772,20324.1803,-3.04100314,0.0257061599,2.06712741,3.04100314,-0.0282767759,467.908975,693.948869,1.01217664
25,3.23335096,20730.454,-3.19396816,0.0449859362,2.35550268,3.19396816,-0.0494845299,464.693731,612.279011,1.01217664
25.5,3.21190346,21132.4948,-3.31305975,0.0220032063,2.5959267,3.31305975,-0.0242035269,461.772315,613.267277,1.01217664
26,3.19089925,21530.3772,-3.40766032,-0.0192342508,2.78350514,3.40766032,0.0211576758,458.879352,581.830077,1.01217664
26.5,3.17030869,21924.1775,-3.58844111,-0.0399642282,2.91441944,3.58844111,0.0439606511,456.400031,630.535926,1.01217664
27,3.15010362,22313.9458,-3.79208421,-0.0228839626,2.98600457,3.79208421,0.0251723589,453.884562,646.627532,1.01217664
27.5,3.13026465,22699.7243,-3.94520671,0.0137480271,2.99680325,3.94520671,-0.0151228298,450.895161,703.769746,1.01217664
28,3.11077286,23081.5644,-4.13516645,0.0352573057,2.94659566,4.13516645,-0.0387830362,448.421369,675.343405,1.01217664
28.5,3.09160694,23459.5085,-4.37098233,0.0231857058,2.83640389,4.37098233,-0.0255042763,446.43467,707.668038,1.01217664
29,3.07275145,23833.589,-4.55231909,-0.0091220196,2.6684711,4.55231909,0.0100342216,443.201679,593.015331,1.01217664
29.5,3.05419449,24203.8484,-4.71046479,-0.0308805737,2.44621595,4.71046479,0.0339686311,440.76378,651.105246,1.01217664
30,3.03592085,24570.3325,-4.91329103,-0.0230357446,2.17416289,4.91329103,0.0253393191,438.862538,748.133593,1.01217664
30.5,3.01791692,24933.079,-5.09223388,0.0052443929,1.85785014,5.09223388,-0.00576883219,436.583076,714.389719,1.01217664
31,3.00017354,25292.1287,-5.22176541,0.0268374208,1.50371692,5.22176541,-0.0295211629,434.145146,686.123963,1.01217664
31.5,2.98267982,25647.5284,-5.3857197,0.0225374482,1.11897236,5.3857197,-0.0247911931,431.897461,716.368356,1.01217664
32,2.9654235,25999.3184,-5.57359986,-0.00201613661,0.711448755,5.57359986,0.00221775027,429.196855,696.121599,1.01217664
32.5,2.94839595,26347.5345,-5.72361123,-0.0231227618,0.289442102,5.72361123,0.025435038,427.147461,661.965291,1.01217664
33,2.93158932,26692.2154,-5.88804116,-0.0217745375,-0.138456759,5.88804116,0.0239519912,425.133288,616.669431,1.01217664
33.5,2.91499369,27033.3968,-6.10423286,-0.000649712263,-0.563537039,6.10423286,0.00071468349,422.711813,702.923023,1.01217664
34,2.89860105,27371.1068,-6.30666882,0.0197262549,-0.977145329,6.30666882,-0.0216988804,420.515096,709.512182,1.01217664
34.5,2.88240585,27705.3741,-6.49360424,0.0208149966,-1.37086176,6.49360424,-0.0228964963,419.105094,717.769308,1.01217664
35,2.86640127,28036.2278,-6.72206089,0.00282927923,-1.7366714,6.72206089,-0.00311220715,416.136286,668.586375,1.01217664
35.5,2.85058054,28363.6925,-6.95553688,-0.0166342504,-2.06712741,6.95553688,0.0182976755,413.955192,653.824329,1.01217664
36,2.83493948,28687.7916,-7.15065841,-0.0197139564,-2.35550268,7.15065841,0.0216853521,411.999884,647.770799,1.01217664
36.5,2.81947386,29008.5511,-7.35607688,-0.0045891376,-2.5959267,7.35607688,0.00504805136,409.980833,615.642403,1.01217664
37,2.8041783,29325.996,-7.58042482,0.013830863,-2.78350514,7.58042482,-0.0152139493,408.035331,680.118307,1.01217664
37.5,2.78904895,29640.149,-7.7701894,0.0185157977,-2.91441944,7.7701894,-0.0203673775,406.225068,676.736669,1.01217664
38,2.77408292,29951.0351,-7.94592131,0.00598738639,-2.98600457,7.94592131,-0.00658612503,404.261991,731.201956,1.01217664
38.5,2.75927597,30258.6791,-8.15070879,-0.0112988542,-2.99680325,8.15070879,0.0124287396,402.050134,659.482974,1.01217664
39,2.74462418,30563.1037,-8.34829218,-0.0172560081,-2.94659566,8.34829218,0.0189816089,400.16465,653.665628,1.01217664
39.5,2.730125,30864.3307,-8.5242308,-0.00707460957,-2.83640389,8.5242308,0.00778207053,398.063407,699.594876,1.01217664
40,2.71577531,31162.3829,-8.72696202,0.0090204613,-2.6684711,8.72696202,-0.00992250743,396.430867,688.762,1.01217664
40.5,2.70157146,31457.2803,-8.94934633,0.0159628966,-2.44621595,8.94934633,-0.0175591863,394.419262,684.708814,1.01217664
