time,Mach,Altitude,alpha,beta,dl,dm,dn,PARA1,PARA2,PARA3
0,0.10302669,150,18.7235964,7.66817911,-1.39570901,-18.7235964,-8.43499702,40.540082,875.507179,1.02312921
0.5,0.236872648,178.567967,18.0063136,9.3568017,-1.75942823,-18.0063136,-10.2924819,54.7496138,937.768435,1.02312921
1,0.37539782,230.081528,7.00765846,4.16223329,-2.08733056,-7.00765846,-4.57845662,69.4759936,797.925594,1.02312921
1.5,0.518896141,305.342808,5.17521017,-1.0880363,-2.37274087,-5.17521017,1.19683993,84.6488075,871.820996,1.02312921
2,0.66749285,405.18158,4.64591243,-3.18712641,-2.60984901,-4.64591243,3.50583905,100.37834,763.792705,1.02312921
2.5,0.821221838,530.422084,-1.1899686,-2.03619307,-2.79382815,1.1899686,2.23981238,117.265883,866.764625,1.02312921
3,0.978242819,681.536257,-4.5735598,0.335691173,-2.920933,4.5735598,-0.369260291,133.861445,851.831717,1.02312921
3.5,1.13627954,858.410253,-3.72257414,1.72477691,-2.98857609,3.72257414,-1.8972546,150.456244,840.86884,1.02312921
4,1.30039066,1061.15252,-4.37321625,1.31961937,-2.99538038,4.37321625,-1.45158131,167.683689,877.207342,1.02312921
4.5,1.47636165,1290.72239,-5.21300802,-0.0698377793,-2.94120737,5.21300802,0.0768215572,186.217258,890.572876,1.02312921
5,1.66274464,1548.0877,-3.18909946,-1.04723376,-2.82715985,3.18909946,1.15195714,206.253684,840.64728,1.02312921
5.5,1.85837132,1834.45348,-1.46597109,-0.910924326,-2.65555952,1.46597109,1.00201676,227.469687,747.537919,1.02312921
6,2.06366009,2151.24934,-1.46361405,-0.0462245117,-2.42989965,1.46361405,0.0508469629,249.271802,826.082053,1.02312921
6.5,2.279688,2499.52051,-0.67577471,0.652401222,-2.15477403,0.67577471,-0.717641344,272.147952,875.537014,1.02312921
7,2.50786619,2880.98387,0.332337103,0.639499604,-1.83578342,-0.332337103,-0.703449565,296.096396,784.320059,1.02312921
7.5,2.74978447,3297.94798,-0.129575415,0.0923351095,-1.47942156,0.129575415,-0.10156862,322.05166,769.011212,1.02312921
8,3.00744023,3751.73554,-0.620841664,-0.403871753,-1.09294295,0.620841664,0.444258928,349.347957,927.17862,1.02312921
8.5,3.28328514,4243.55539,-0.373225094,-0.443251938,-0.684215162,0.373225094,0.487577132,378.76344,825.697192,1.02312921
9,3.58032947,4775.65165,-0.6133862,-0.101397854,-0.26155873,0.6133862,0.111537639,410.182242,833.0869,1.02312921
9.5,3.90218438,5349.78998,-1.05952432,0.241442121,0.166422284,1.05952432,-0.265586333,444.569906,936.481815,1.02312921
10,3.86517866,5938.67871,-0.891913802,0.327158558,0.591015419,0.891913802,-0.359874413,440.345766,839.048027,1.02312921
10.5,3.8296401,6514.62762,-0.732347162,0.110704095,1.00357718,0.732347162,-0.121774505,437.08664,927.087735,1.02312921
11,3.79762503,7078.84225,-1.02321937,-0.186043025,1.39570901,1.02321937,0.204647327,433.261446,829.494949,1.02312921
11.5,3.76875544,7631.50758,-1.03612625,-0.288770263,1.75942823,1.03612625,0.317647289,430.360928,881.947209,1.02312921
12,3.74283524,8173.32247,-0.6716947,-0.122143206,2.08733056,0.6716947,0.134357526,427.840454,878.546561,1.02312921
12.5,3.71960866,8705.64752,-0.667280201,0.140077964,2.37274087,0.667280201,-0.15408576,424.707775,927.853409,1.02312921
13,3.69879916,9229.12412,-0.797778812,0.253197384,2.60984901,0.797778812,-0.278517122,422.406037,782.96058,1.02312921
13.5,3.68022703,9744.09754,-0.540809567,0.128102937,2.79382815,0.540809567,-0.140913231,420.9896,810.512749,1.02312921
14,3.66373972,10251.4425,-0.412428318,-0.101936334,2.920933,0.412428318,0.112129968,418.964328,794.327221,1.02312921
14.5,3.64915283,10751.765,-0.685584835,-0.220397274,2.98857609,0.685584835,0.242437001,417.917965,913.762251,1.02312921
15,3.62402541,11245.071,-0.775375035,-0.129811212,2.99538038,0.775375035,0.142792333,415.181763,848.670624,1.02312921
15.5,3.58650938,11731.5849,-0.72529596,0.0704529159,2.94120737,0.72529596,-0.0774982075,410.924839,986.317511,1.02312921
16,3.55095906,12211.6852,-1.03558591,0.19036022,2.82715985,1.03558591,-0.209396242,407.007589,796.062645,1.02312921
16.5,3.51715932,12685.3429,-1.38238625,0.128281028,2.65555952,1.38238625,-0.141109131,403.645622,867.833482,1.02312921
17,3.48496837,13152.4943,-1.41527836,-0.0446753267,2.42989965,1.41527836,0.0491428594,400.473697,865.831836,1.02312921
